PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(4, 119)",2,"(0, 1)","[(4, 119), (136, 223)]"
"(136, 223)",2,"(0, 3)","[(4, 119), (139, 154)]"
"(157, 179)",2,"(0, 5)","[(4, 119), (148, 82)]"
"(139, 154)",2,"(0, 6)","[(4, 119), (152, 77)]"
"(149, 132)",2,"(0, 7)","[(4, 119), (251, 33)]"
"(148, 82)",2,"(1, 2)","[(136, 223), (157, 179)]"
"(152, 77)",2,"(1, 7)","[(136, 223), (251, 33)]"
"(251, 33)",2,"(2, 7)","[(157, 179), (251, 33)]"
,2,"(6, 7)","[(152, 77), (251, 33)]"
,3,"(0, 1, 2)","[(4, 119), (136, 223), (157, 179)]"
,3,"(0, 1, 3)","[(4, 119), (136, 223), (139, 154)]"
,3,"(0, 3, 5)","[(4, 119), (139, 154), (148, 82)]"
,3,"(0, 5, 6)","[(4, 119), (148, 82), (152, 77)]"
,3,"(0, 6, 7)","[(4, 119), (152, 77), (251, 33)]"
,3,"(1, 2, 3)","[(136, 223), (157, 179), (139, 154)]"
,3,"(1, 2, 7)","[(136, 223), (157, 179), (251, 33)]"
,3,"(2, 4, 7)","[(157, 179), (149, 132), (251, 33)]"
,3,"(2, 6, 7)","[(157, 179), (152, 77), (251, 33)]"
,3,"(5, 6, 7)","[(148, 82), (152, 77), (251, 33)]"
,4,"(0, 1, 2, 3)","[(4, 119), (136, 223), (157, 179), (139, 154)]"
,4,"(0, 1, 3, 4)","[(4, 119), (136, 223), (139, 154), (149, 132)]"
,4,"(0, 1, 3, 5)","[(4, 119), (136, 223), (139, 154), (148, 82)]"
,4,"(0, 3, 5, 6)","[(4, 119), (139, 154), (148, 82), (152, 77)]"
,4,"(0, 4, 5, 6)","[(4, 119), (149, 132), (148, 82), (152, 77)]"
,4,"(0, 5, 6, 7)","[(4, 119), (148, 82), (152, 77), (251, 33)]"
