PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(197, 245)",2,"(0, 1)","[(197, 245), (251, 89)]"
"(251, 89)",2,"(0, 5)","[(197, 245), (137, 154)]"
"(209, 78)",2,"(0, 7)","[(197, 245), (4, 10)]"
"(202, 81)",2,"(1, 2)","[(251, 89), (209, 78)]"
"(101, 93)",2,"(1, 7)","[(251, 89), (4, 10)]"
"(137, 154)",2,"(2, 7)","[(209, 78), (4, 10)]"
"(75, 68)",2,"(6, 7)","[(75, 68), (4, 10)]"
"(4, 10)",3,"(0, 1, 2)","[(197, 245), (251, 89), (209, 78)]"
,3,"(0, 1, 5)","[(197, 245), (251, 89), (137, 154)]"
,3,"(0, 4, 5)","[(197, 245), (101, 93), (137, 154)]"
,3,"(0, 5, 7)","[(197, 245), (137, 154), (4, 10)]"
,3,"(0, 6, 7)","[(197, 245), (75, 68), (4, 10)]"
,3,"(1, 2, 3)","[(251, 89), (209, 78), (202, 81)]"
,3,"(1, 2, 7)","[(251, 89), (209, 78), (4, 10)]"
,3,"(2, 3, 7)","[(209, 78), (202, 81), (4, 10)]"
,3,"(2, 6, 7)","[(209, 78), (75, 68), (4, 10)]"
,3,"(4, 6, 7)","[(101, 93), (75, 68), (4, 10)]"
,3,"(5, 6, 7)","[(137, 154), (75, 68), (4, 10)]"
,4,"(0, 1, 2, 3)","[(197, 245), (251, 89), (209, 78), (202, 81)]"
,4,"(0, 1, 2, 5)","[(197, 245), (251, 89), (209, 78), (137, 154)]"
,4,"(0, 1, 3, 5)","[(197, 245), (251, 89), (202, 81), (137, 154)]"
,4,"(0, 1, 4, 5)","[(197, 245), (251, 89), (101, 93), (137, 154)]"
,4,"(0, 4, 5, 6)","[(197, 245), (101, 93), (137, 154), (75, 68)]"
,4,"(0, 4, 5, 7)","[(197, 245), (101, 93), (137, 154), (4, 10)]"
,4,"(0, 5, 6, 7)","[(197, 245), (137, 154), (75, 68), (4, 10)]"
