PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(107, 22)",2,"(0, 1)","[(107, 22), (0, 84)]"
"(0, 84)",2,"(0, 6)","[(107, 22), (189, 24)]"
"(27, 164)",2,"(0, 7)","[(107, 22), (255, 21)]"
"(28, 235)",2,"(1, 2)","[(0, 84), (27, 164)]"
"(134, 44)",2,"(1, 3)","[(0, 84), (28, 235)]"
"(167, 48)",2,"(2, 3)","[(27, 164), (28, 235)]"
"(189, 24)",2,"(3, 7)","[(28, 235), (255, 21)]"
"(255, 21)",2,"(6, 7)","[(189, 24), (255, 21)]"
,3,"(0, 1, 2)","[(107, 22), (0, 84), (27, 164)]"
,3,"(0, 1, 4)","[(107, 22), (0, 84), (134, 44)]"
,3,"(0, 1, 6)","[(107, 22), (0, 84), (189, 24)]"
,3,"(0, 4, 6)","[(107, 22), (134, 44), (189, 24)]"
,3,"(0, 6, 7)","[(107, 22), (189, 24), (255, 21)]"
,3,"(1, 2, 3)","[(0, 84), (27, 164), (28, 235)]"
,3,"(2, 3, 5)","[(27, 164), (28, 235), (167, 48)]"
,3,"(2, 3, 7)","[(27, 164), (28, 235), (255, 21)]"
,3,"(3, 5, 7)","[(28, 235), (167, 48), (255, 21)]"
,3,"(3, 6, 7)","[(28, 235), (189, 24), (255, 21)]"
,3,"(5, 6, 7)","[(167, 48), (189, 24), (255, 21)]"
,4,"(0, 1, 2, 3)","[(107, 22), (0, 84), (27, 164), (28, 235)]"
,4,"(0, 1, 2, 4)","[(107, 22), (0, 84), (27, 164), (134, 44)]"
,4,"(0, 1, 4, 6)","[(107, 22), (0, 84), (134, 44), (189, 24)]"
,4,"(0, 4, 6, 7)","[(107, 22), (134, 44), (189, 24), (255, 21)]"
,4,"(0, 5, 6, 7)","[(107, 22), (167, 48), (189, 24), (255, 21)]"
