PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(246, 152)",2,"(0, 1)","[(246, 152), (250, 119)]"
"(250, 119)",2,"(0, 7)","[(246, 152), (40, 252)]"
"(60, 4)",2,"(1, 2)","[(250, 119), (60, 4)]"
"(141, 97)",2,"(2, 3)","[(60, 4), (141, 97)]"
"(5, 177)",2,"(2, 4)","[(60, 4), (5, 177)]"
"(65, 189)",2,"(4, 7)","[(5, 177), (40, 252)]"
"(86, 202)",2,"(6, 7)","[(86, 202), (40, 252)]"
"(40, 252)",3,"(0, 1, 2)","[(246, 152), (250, 119), (60, 4)]"
,3,"(0, 1, 3)","[(246, 152), (250, 119), (141, 97)]"
,3,"(0, 1, 6)","[(246, 152), (250, 119), (86, 202)]"
,3,"(0, 1, 7)","[(246, 152), (250, 119), (40, 252)]"
,3,"(0, 6, 7)","[(246, 152), (86, 202), (40, 252)]"
,3,"(1, 2, 3)","[(250, 119), (60, 4), (141, 97)]"
,3,"(2, 3, 4)","[(60, 4), (141, 97), (5, 177)]"
,3,"(2, 4, 5)","[(60, 4), (5, 177), (65, 189)]"
,3,"(2, 4, 7)","[(60, 4), (5, 177), (40, 252)]"
,3,"(4, 5, 7)","[(5, 177), (65, 189), (40, 252)]"
,3,"(4, 6, 7)","[(5, 177), (86, 202), (40, 252)]"
,3,"(5, 6, 7)","[(65, 189), (86, 202), (40, 252)]"
,4,"(0, 1, 2, 3)","[(246, 152), (250, 119), (60, 4), (141, 97)]"
,4,"(0, 1, 3, 6)","[(246, 152), (250, 119), (141, 97), (86, 202)]"
,4,"(0, 1, 6, 7)","[(246, 152), (250, 119), (86, 202), (40, 252)]"
,4,"(0, 5, 6, 7)","[(246, 152), (65, 189), (86, 202), (40, 252)]"
