PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(252, 241)",2,"(0, 1)","[(252, 241), (249, 28)]"
"(249, 28)",2,"(0, 5)","[(252, 241), (160, 233)]"
"(199, 15)",2,"(0, 7)","[(252, 241), (4, 234)]"
"(205, 69)",2,"(1, 2)","[(249, 28), (199, 15)]"
"(188, 89)",2,"(2, 7)","[(199, 15), (4, 234)]"
"(160, 233)",2,"(6, 7)","[(88, 231), (4, 234)]"
"(88, 231)",3,"(0, 1, 2)","[(252, 241), (249, 28), (199, 15)]"
"(4, 234)",3,"(0, 1, 3)","[(252, 241), (249, 28), (205, 69)]"
,3,"(0, 1, 5)","[(252, 241), (249, 28), (160, 233)]"
,3,"(0, 5, 6)","[(252, 241), (160, 233), (88, 231)]"
,3,"(0, 5, 7)","[(252, 241), (160, 233), (4, 234)]"
,3,"(0, 6, 7)","[(252, 241), (88, 231), (4, 234)]"
,3,"(1, 2, 3)","[(249, 28), (199, 15), (205, 69)]"
,3,"(1, 2, 7)","[(249, 28), (199, 15), (4, 234)]"
,3,"(2, 3, 7)","[(199, 15), (205, 69), (4, 234)]"
,3,"(2, 4, 7)","[(199, 15), (188, 89), (4, 234)]"
,3,"(2, 6, 7)","[(199, 15), (88, 231), (4, 234)]"
,3,"(5, 6, 7)","[(160, 233), (88, 231), (4, 234)]"
,4,"(0, 1, 2, 3)","[(252, 241), (249, 28), (199, 15), (205, 69)]"
,4,"(0, 1, 3, 4)","[(252, 241), (249, 28), (205, 69), (188, 89)]"
,4,"(0, 1, 3, 5)","[(252, 241), (249, 28), (205, 69), (160, 233)]"
,4,"(0, 1, 5, 6)","[(252, 241), (249, 28), (160, 233), (88, 231)]"
,4,"(0, 4, 5, 6)","[(252, 241), (188, 89), (160, 233), (88, 231)]"
,4,"(0, 5, 6, 7)","[(252, 241), (160, 233), (88, 231), (4, 234)]"
