PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(108, 18)",2,"(0, 1)","[(108, 18), (41, 52)]"
"(41, 52)",2,"(0, 7)","[(108, 18), (232, 45)]"
"(149, 238)",2,"(1, 2)","[(41, 52), (149, 238)]"
"(150, 95)",2,"(2, 3)","[(149, 238), (150, 95)]"
"(170, 77)",2,"(2, 7)","[(149, 238), (232, 45)]"
"(153, 57)",2,"(4, 7)","[(170, 77), (232, 45)]"
"(165, 61)",2,"(6, 7)","[(165, 61), (232, 45)]"
"(232, 45)",3,"(0, 1, 2)","[(108, 18), (41, 52), (149, 238)]"
,3,"(0, 1, 3)","[(108, 18), (41, 52), (150, 95)]"
,3,"(0, 1, 5)","[(108, 18), (41, 52), (153, 57)]"
,3,"(0, 1, 7)","[(108, 18), (41, 52), (232, 45)]"
,3,"(0, 5, 7)","[(108, 18), (153, 57), (232, 45)]"
,3,"(0, 6, 7)","[(108, 18), (165, 61), (232, 45)]"
,3,"(1, 2, 3)","[(41, 52), (149, 238), (150, 95)]"
,3,"(2, 3, 4)","[(149, 238), (150, 95), (170, 77)]"
,3,"(2, 3, 7)","[(149, 238), (150, 95), (232, 45)]"
,3,"(2, 4, 7)","[(149, 238), (170, 77), (232, 45)]"
,3,"(4, 6, 7)","[(170, 77), (165, 61), (232, 45)]"
,3,"(5, 6, 7)","[(153, 57), (165, 61), (232, 45)]"
,4,"(0, 1, 2, 3)","[(108, 18), (41, 52), (149, 238), (150, 95)]"
,4,"(0, 1, 3, 5)","[(108, 18), (41, 52), (150, 95), (153, 57)]"
,4,"(0, 1, 5, 6)","[(108, 18), (41, 52), (153, 57), (165, 61)]"
,4,"(0, 1, 5, 7)","[(108, 18), (41, 52), (153, 57), (232, 45)]"
,4,"(0, 5, 6, 7)","[(108, 18), (153, 57), (165, 61), (232, 45)]"
