PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(0, 11)",2,"(0, 1)","[(0, 11), (143, 234)]"
"(143, 234)",2,"(0, 6)","[(0, 11), (231, 134)]"
"(180, 244)",2,"(0, 7)","[(0, 11), (255, 128)]"
"(178, 225)",2,"(1, 2)","[(143, 234), (180, 244)]"
"(188, 219)",2,"(2, 3)","[(180, 244), (178, 225)]"
"(230, 145)",2,"(2, 4)","[(180, 244), (188, 219)]"
"(231, 134)",2,"(2, 7)","[(180, 244), (255, 128)]"
"(255, 128)",2,"(5, 7)","[(230, 145), (255, 128)]"
,2,"(6, 7)","[(231, 134), (255, 128)]"
,3,"(0, 1, 2)","[(0, 11), (143, 234), (180, 244)]"
,3,"(0, 1, 3)","[(0, 11), (143, 234), (178, 225)]"
,3,"(0, 1, 6)","[(0, 11), (143, 234), (231, 134)]"
,3,"(0, 5, 6)","[(0, 11), (230, 145), (231, 134)]"
,3,"(0, 6, 7)","[(0, 11), (231, 134), (255, 128)]"
,3,"(1, 2, 3)","[(143, 234), (180, 244), (178, 225)]"
,3,"(2, 3, 4)","[(180, 244), (178, 225), (188, 219)]"
,3,"(2, 4, 7)","[(180, 244), (188, 219), (255, 128)]"
,3,"(2, 5, 7)","[(180, 244), (230, 145), (255, 128)]"
,3,"(5, 6, 7)","[(230, 145), (231, 134), (255, 128)]"
,4,"(0, 1, 2, 3)","[(0, 11), (143, 234), (180, 244), (178, 225)]"
,4,"(0, 1, 3, 4)","[(0, 11), (143, 234), (178, 225), (188, 219)]"
,4,"(0, 1, 3, 6)","[(0, 11), (143, 234), (178, 225), (231, 134)]"
,4,"(0, 1, 5, 6)","[(0, 11), (143, 234), (230, 145), (231, 134)]"
,4,"(0, 5, 6, 7)","[(0, 11), (230, 145), (231, 134), (255, 128)]"
