PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(111, 218)",2,"(0, 1)","[(111, 218), (253, 66)]"
"(253, 66)",2,"(0, 3)","[(111, 218), (123, 189)]"
"(216, 67)",2,"(0, 6)","[(111, 218), (42, 97)]"
"(123, 189)",2,"(0, 7)","[(111, 218), (2, 38)]"
"(148, 85)",2,"(1, 2)","[(253, 66), (216, 67)]"
"(60, 114)",2,"(1, 7)","[(253, 66), (2, 38)]"
"(42, 97)",2,"(2, 7)","[(216, 67), (2, 38)]"
"(2, 38)",2,"(6, 7)","[(42, 97), (2, 38)]"
,3,"(0, 1, 2)","[(111, 218), (253, 66), (216, 67)]"
,3,"(0, 1, 3)","[(111, 218), (253, 66), (123, 189)]"
,3,"(0, 3, 5)","[(111, 218), (123, 189), (60, 114)]"
,3,"(0, 3, 6)","[(111, 218), (123, 189), (42, 97)]"
,3,"(0, 5, 6)","[(111, 218), (60, 114), (42, 97)]"
,3,"(0, 6, 7)","[(111, 218), (42, 97), (2, 38)]"
,3,"(1, 2, 3)","[(253, 66), (216, 67), (123, 189)]"
,3,"(1, 2, 4)","[(253, 66), (216, 67), (148, 85)]"
,3,"(1, 2, 7)","[(253, 66), (216, 67), (2, 38)]"
,3,"(2, 6, 7)","[(216, 67), (42, 97), (2, 38)]"
,3,"(4, 6, 7)","[(148, 85), (42, 97), (2, 38)]"
,3,"(5, 6, 7)","[(60, 114), (42, 97), (2, 38)]"
,4,"(0, 1, 2, 3)","[(111, 218), (253, 66), (216, 67), (123, 189)]"
,4,"(0, 1, 3, 5)","[(111, 218), (253, 66), (123, 189), (60, 114)]"
,4,"(0, 3, 4, 5)","[(111, 218), (123, 189), (148, 85), (60, 114)]"
,4,"(0, 3, 5, 6)","[(111, 218), (123, 189), (60, 114), (42, 97)]"
,4,"(0, 5, 6, 7)","[(111, 218), (60, 114), (42, 97), (2, 38)]"
