PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(115, 32)",2,"(0, 1)","[(115, 32), (5, 63)]"
"(5, 63)",2,"(0, 7)","[(115, 32), (250, 35)]"
"(111, 225)",2,"(1, 2)","[(5, 63), (111, 225)]"
"(121, 193)",2,"(2, 3)","[(111, 225), (121, 193)]"
"(124, 113)",2,"(2, 7)","[(111, 225), (250, 35)]"
"(130, 125)",2,"(6, 7)","[(145, 142), (250, 35)]"
"(145, 142)",3,"(0, 1, 2)","[(115, 32), (5, 63), (111, 225)]"
"(250, 35)",3,"(0, 1, 4)","[(115, 32), (5, 63), (124, 113)]"
,3,"(0, 1, 7)","[(115, 32), (5, 63), (250, 35)]"
,3,"(0, 4, 7)","[(115, 32), (124, 113), (250, 35)]"
,3,"(0, 6, 7)","[(115, 32), (145, 142), (250, 35)]"
,3,"(1, 2, 3)","[(5, 63), (111, 225), (121, 193)]"
,3,"(2, 3, 6)","[(111, 225), (121, 193), (145, 142)]"
,3,"(2, 3, 7)","[(111, 225), (121, 193), (250, 35)]"
,3,"(2, 6, 7)","[(111, 225), (145, 142), (250, 35)]"
,3,"(3, 6, 7)","[(121, 193), (145, 142), (250, 35)]"
,3,"(5, 6, 7)","[(130, 125), (145, 142), (250, 35)]"
,4,"(0, 1, 2, 3)","[(115, 32), (5, 63), (111, 225), (121, 193)]"
,4,"(0, 1, 2, 4)","[(115, 32), (5, 63), (111, 225), (124, 113)]"
,4,"(0, 1, 4, 5)","[(115, 32), (5, 63), (124, 113), (130, 125)]"
,4,"(0, 1, 4, 7)","[(115, 32), (5, 63), (124, 113), (250, 35)]"
,4,"(0, 4, 5, 7)","[(115, 32), (124, 113), (130, 125), (250, 35)]"
,4,"(0, 4, 6, 7)","[(115, 32), (124, 113), (145, 142), (250, 35)]"
,4,"(0, 5, 6, 7)","[(115, 32), (130, 125), (145, 142), (250, 35)]"
