PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(89, 201)",2,"(0, 1)","[(89, 201), (228, 158)]"
"(228, 158)",2,"(0, 3)","[(89, 201), (108, 182)]"
"(180, 147)",2,"(0, 6)","[(89, 201), (79, 155)]"
"(108, 182)",2,"(0, 7)","[(89, 201), (27, 54)]"
"(93, 144)",2,"(1, 2)","[(228, 158), (180, 147)]"
"(83, 97)",2,"(1, 7)","[(228, 158), (27, 54)]"
"(79, 155)",2,"(5, 7)","[(83, 97), (27, 54)]"
"(27, 54)",2,"(6, 7)","[(79, 155), (27, 54)]"
,3,"(0, 1, 2)","[(89, 201), (228, 158), (180, 147)]"
,3,"(0, 1, 3)","[(89, 201), (228, 158), (108, 182)]"
,3,"(0, 3, 6)","[(89, 201), (108, 182), (79, 155)]"
,3,"(0, 6, 7)","[(89, 201), (79, 155), (27, 54)]"
,3,"(1, 2, 3)","[(228, 158), (180, 147), (108, 182)]"
,3,"(1, 2, 5)","[(228, 158), (180, 147), (83, 97)]"
,3,"(1, 2, 7)","[(228, 158), (180, 147), (27, 54)]"
,3,"(1, 5, 7)","[(228, 158), (83, 97), (27, 54)]"
,3,"(2, 5, 7)","[(180, 147), (83, 97), (27, 54)]"
,3,"(4, 5, 7)","[(93, 144), (83, 97), (27, 54)]"
,3,"(5, 6, 7)","[(83, 97), (79, 155), (27, 54)]"
,4,"(0, 1, 2, 3)","[(89, 201), (228, 158), (180, 147), (108, 182)]"
,4,"(0, 1, 3, 6)","[(89, 201), (228, 158), (108, 182), (79, 155)]"
,4,"(0, 3, 4, 6)","[(89, 201), (108, 182), (93, 144), (79, 155)]"
,4,"(0, 3, 6, 7)","[(89, 201), (108, 182), (79, 155), (27, 54)]"
,4,"(0, 4, 6, 7)","[(89, 201), (93, 144), (79, 155), (27, 54)]"
,4,"(0, 5, 6, 7)","[(89, 201), (83, 97), (79, 155), (27, 54)]"
