PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(135, 241)",2,"(0, 1)","[(135, 241), (247, 210)]"
"(247, 210)",2,"(0, 6)","[(135, 241), (108, 182)]"
"(254, 51)",2,"(0, 7)","[(135, 241), (8, 15)]"
"(159, 164)",2,"(1, 2)","[(247, 210), (254, 51)]"
"(149, 172)",2,"(2, 7)","[(254, 51), (8, 15)]"
"(144, 186)",2,"(6, 7)","[(108, 182), (8, 15)]"
"(108, 182)",3,"(0, 1, 2)","[(135, 241), (247, 210), (254, 51)]"
"(8, 15)",3,"(0, 1, 5)","[(135, 241), (247, 210), (144, 186)]"
,3,"(0, 1, 6)","[(135, 241), (247, 210), (108, 182)]"
,3,"(0, 5, 6)","[(135, 241), (144, 186), (108, 182)]"
,3,"(0, 6, 7)","[(135, 241), (108, 182), (8, 15)]"
,3,"(1, 2, 3)","[(247, 210), (254, 51), (159, 164)]"
,3,"(1, 2, 7)","[(247, 210), (254, 51), (8, 15)]"
,3,"(2, 3, 7)","[(254, 51), (159, 164), (8, 15)]"
,3,"(2, 6, 7)","[(254, 51), (108, 182), (8, 15)]"
,3,"(4, 6, 7)","[(149, 172), (108, 182), (8, 15)]"
,3,"(5, 6, 7)","[(144, 186), (108, 182), (8, 15)]"
,4,"(0, 1, 2, 3)","[(135, 241), (247, 210), (254, 51), (159, 164)]"
,4,"(0, 1, 2, 5)","[(135, 241), (247, 210), (254, 51), (144, 186)]"
,4,"(0, 1, 3, 5)","[(135, 241), (247, 210), (159, 164), (144, 186)]"
,4,"(0, 1, 4, 5)","[(135, 241), (247, 210), (149, 172), (144, 186)]"
,4,"(0, 1, 5, 6)","[(135, 241), (247, 210), (144, 186), (108, 182)]"
,4,"(0, 4, 5, 6)","[(135, 241), (149, 172), (144, 186), (108, 182)]"
,4,"(0, 5, 6, 7)","[(135, 241), (144, 186), (108, 182), (8, 15)]"
