PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(160, 2)",2,"(0, 1)","[(160, 2), (46, 39)]"
"(46, 39)",2,"(0, 4)","[(160, 2), (168, 100)]"
"(124, 253)",2,"(0, 7)","[(160, 2), (227, 197)]"
"(145, 162)",2,"(1, 2)","[(46, 39), (124, 253)]"
"(168, 100)",2,"(2, 3)","[(124, 253), (145, 162)]"
"(183, 175)",2,"(2, 7)","[(124, 253), (227, 197)]"
"(201, 161)",2,"(6, 7)","[(201, 161), (227, 197)]"
"(227, 197)",3,"(0, 1, 2)","[(160, 2), (46, 39), (124, 253)]"
,3,"(0, 1, 3)","[(160, 2), (46, 39), (145, 162)]"
,3,"(0, 1, 4)","[(160, 2), (46, 39), (168, 100)]"
,3,"(0, 4, 6)","[(160, 2), (168, 100), (201, 161)]"
,3,"(0, 4, 7)","[(160, 2), (168, 100), (227, 197)]"
,3,"(0, 6, 7)","[(160, 2), (201, 161), (227, 197)]"
,3,"(1, 2, 3)","[(46, 39), (124, 253), (145, 162)]"
,3,"(2, 3, 5)","[(124, 253), (145, 162), (183, 175)]"
,3,"(2, 3, 7)","[(124, 253), (145, 162), (227, 197)]"
,3,"(2, 5, 7)","[(124, 253), (183, 175), (227, 197)]"
,3,"(2, 6, 7)","[(124, 253), (201, 161), (227, 197)]"
,3,"(5, 6, 7)","[(183, 175), (201, 161), (227, 197)]"
,4,"(0, 1, 2, 3)","[(160, 2), (46, 39), (124, 253), (145, 162)]"
,4,"(0, 1, 3, 4)","[(160, 2), (46, 39), (145, 162), (168, 100)]"
,4,"(0, 1, 4, 6)","[(160, 2), (46, 39), (168, 100), (201, 161)]"
,4,"(0, 4, 6, 7)","[(160, 2), (168, 100), (201, 161), (227, 197)]"
,4,"(0, 5, 6, 7)","[(160, 2), (183, 175), (201, 161), (227, 197)]"
