PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(15, 116)",2,"(0, 1)","[(15, 116), (43, 162)]"
"(43, 162)",2,"(0, 7)","[(15, 116), (25, 25)]"
"(241, 233)",2,"(1, 2)","[(43, 162), (241, 233)]"
"(150, 150)",2,"(2, 3)","[(241, 233), (150, 150)]"
"(99, 124)",2,"(2, 6)","[(241, 233), (224, 22)]"
"(95, 114)",2,"(6, 7)","[(224, 22), (25, 25)]"
"(224, 22)",3,"(0, 1, 2)","[(15, 116), (43, 162), (241, 233)]"
"(25, 25)",3,"(0, 1, 4)","[(15, 116), (43, 162), (99, 124)]"
,3,"(0, 1, 7)","[(15, 116), (43, 162), (25, 25)]"
,3,"(0, 5, 7)","[(15, 116), (95, 114), (25, 25)]"
,3,"(0, 6, 7)","[(15, 116), (224, 22), (25, 25)]"
,3,"(1, 2, 3)","[(43, 162), (241, 233), (150, 150)]"
,3,"(2, 3, 4)","[(241, 233), (150, 150), (99, 124)]"
,3,"(2, 3, 6)","[(241, 233), (150, 150), (224, 22)]"
,3,"(2, 6, 7)","[(241, 233), (224, 22), (25, 25)]"
,3,"(3, 6, 7)","[(150, 150), (224, 22), (25, 25)]"
,3,"(5, 6, 7)","[(95, 114), (224, 22), (25, 25)]"
,4,"(0, 1, 2, 3)","[(15, 116), (43, 162), (241, 233), (150, 150)]"
,4,"(0, 1, 2, 4)","[(15, 116), (43, 162), (241, 233), (99, 124)]"
,4,"(0, 1, 4, 5)","[(15, 116), (43, 162), (99, 124), (95, 114)]"
,4,"(0, 1, 4, 7)","[(15, 116), (43, 162), (99, 124), (25, 25)]"
,4,"(0, 1, 5, 7)","[(15, 116), (43, 162), (95, 114), (25, 25)]"
,4,"(0, 5, 6, 7)","[(15, 116), (95, 114), (224, 22), (25, 25)]"
