PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(36, 190)",2,"(0, 1)","[(36, 190), (220, 179)]"
"(220, 179)",2,"(0, 3)","[(36, 190), (138, 165)]"
"(214, 174)",2,"(0, 5)","[(36, 190), (115, 158)]"
"(138, 165)",2,"(0, 7)","[(36, 190), (162, 65)]"
"(135, 159)",2,"(1, 2)","[(220, 179), (214, 174)]"
"(115, 158)",2,"(1, 7)","[(220, 179), (162, 65)]"
"(121, 153)",2,"(2, 7)","[(214, 174), (162, 65)]"
"(162, 65)",2,"(6, 7)","[(121, 153), (162, 65)]"
,3,"(0, 1, 2)","[(36, 190), (220, 179), (214, 174)]"
,3,"(0, 1, 3)","[(36, 190), (220, 179), (138, 165)]"
,3,"(0, 3, 5)","[(36, 190), (138, 165), (115, 158)]"
,3,"(0, 5, 6)","[(36, 190), (115, 158), (121, 153)]"
,3,"(0, 5, 7)","[(36, 190), (115, 158), (162, 65)]"
,3,"(0, 6, 7)","[(36, 190), (121, 153), (162, 65)]"
,3,"(1, 2, 3)","[(220, 179), (214, 174), (138, 165)]"
,3,"(1, 2, 7)","[(220, 179), (214, 174), (162, 65)]"
,3,"(2, 6, 7)","[(214, 174), (121, 153), (162, 65)]"
,3,"(4, 6, 7)","[(135, 159), (121, 153), (162, 65)]"
,3,"(5, 6, 7)","[(115, 158), (121, 153), (162, 65)]"
,4,"(0, 1, 2, 3)","[(36, 190), (220, 179), (214, 174), (138, 165)]"
,4,"(0, 1, 3, 5)","[(36, 190), (220, 179), (138, 165), (115, 158)]"
,4,"(0, 3, 4, 5)","[(36, 190), (138, 165), (135, 159), (115, 158)]"
,4,"(0, 3, 5, 6)","[(36, 190), (138, 165), (115, 158), (121, 153)]"
,4,"(0, 4, 5, 6)","[(36, 190), (135, 159), (115, 158), (121, 153)]"
,4,"(0, 5, 6, 7)","[(36, 190), (115, 158), (121, 153), (162, 65)]"
