PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(3, 51)",2,"(0, 1)","[(3, 51), (17, 100)]"
"(17, 100)",2,"(0, 6)","[(3, 51), (63, 67)]"
"(219, 245)",2,"(0, 7)","[(3, 51), (252, 11)]"
"(192, 193)",2,"(1, 2)","[(17, 100), (219, 245)]"
"(186, 167)",2,"(2, 3)","[(219, 245), (192, 193)]"
"(216, 162)",2,"(2, 5)","[(219, 245), (216, 162)]"
"(63, 67)",2,"(2, 7)","[(219, 245), (252, 11)]"
"(252, 11)",2,"(5, 7)","[(216, 162), (252, 11)]"
,2,"(6, 7)","[(63, 67), (252, 11)]"
,3,"(0, 1, 2)","[(3, 51), (17, 100), (219, 245)]"
,3,"(0, 1, 6)","[(3, 51), (17, 100), (63, 67)]"
,3,"(0, 6, 7)","[(3, 51), (63, 67), (252, 11)]"
,3,"(1, 2, 3)","[(17, 100), (219, 245), (192, 193)]"
,3,"(2, 3, 4)","[(219, 245), (192, 193), (186, 167)]"
,3,"(2, 3, 5)","[(219, 245), (192, 193), (216, 162)]"
,3,"(2, 5, 7)","[(219, 245), (216, 162), (252, 11)]"
,3,"(4, 5, 7)","[(186, 167), (216, 162), (252, 11)]"
,3,"(5, 6, 7)","[(216, 162), (63, 67), (252, 11)]"
,4,"(0, 1, 2, 3)","[(3, 51), (17, 100), (219, 245), (192, 193)]"
,4,"(0, 1, 2, 6)","[(3, 51), (17, 100), (219, 245), (63, 67)]"
,4,"(0, 1, 3, 6)","[(3, 51), (17, 100), (192, 193), (63, 67)]"
,4,"(0, 1, 4, 6)","[(3, 51), (17, 100), (186, 167), (63, 67)]"
,4,"(0, 1, 6, 7)","[(3, 51), (17, 100), (63, 67), (252, 11)]"
,4,"(0, 5, 6, 7)","[(3, 51), (216, 162), (63, 67), (252, 11)]"
