PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(84, 229)",2,"(0, 1)","[(84, 229), (240, 48)]"
"(240, 48)",2,"(0, 4)","[(84, 229), (97, 189)]"
"(217, 51)",2,"(0, 6)","[(84, 229), (68, 160)]"
"(165, 93)",2,"(0, 7)","[(84, 229), (16, 27)]"
"(97, 189)",2,"(1, 2)","[(240, 48), (217, 51)]"
"(85, 172)",2,"(1, 7)","[(240, 48), (16, 27)]"
"(68, 160)",2,"(2, 7)","[(217, 51), (16, 27)]"
"(16, 27)",2,"(6, 7)","[(68, 160), (16, 27)]"
,3,"(0, 1, 2)","[(84, 229), (240, 48), (217, 51)]"
,3,"(0, 1, 4)","[(84, 229), (240, 48), (97, 189)]"
,3,"(0, 4, 5)","[(84, 229), (97, 189), (85, 172)]"
,3,"(0, 4, 6)","[(84, 229), (97, 189), (68, 160)]"
,3,"(0, 5, 6)","[(84, 229), (85, 172), (68, 160)]"
,3,"(0, 6, 7)","[(84, 229), (68, 160), (16, 27)]"
,3,"(1, 2, 3)","[(240, 48), (217, 51), (165, 93)]"
,3,"(1, 2, 7)","[(240, 48), (217, 51), (16, 27)]"
,3,"(2, 3, 7)","[(217, 51), (165, 93), (16, 27)]"
,3,"(2, 6, 7)","[(217, 51), (68, 160), (16, 27)]"
,3,"(3, 6, 7)","[(165, 93), (68, 160), (16, 27)]"
,3,"(5, 6, 7)","[(85, 172), (68, 160), (16, 27)]"
,4,"(0, 1, 2, 3)","[(84, 229), (240, 48), (217, 51), (165, 93)]"
,4,"(0, 1, 2, 4)","[(84, 229), (240, 48), (217, 51), (97, 189)]"
,4,"(0, 1, 4, 5)","[(84, 229), (240, 48), (97, 189), (85, 172)]"
,4,"(0, 4, 5, 6)","[(84, 229), (97, 189), (85, 172), (68, 160)]"
,4,"(0, 5, 6, 7)","[(84, 229), (85, 172), (68, 160), (16, 27)]"
