PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(3, 74)",2,"(0, 1)","[(3, 74), (35, 118)]"
"(35, 118)",2,"(0, 7)","[(3, 74), (200, 21)]"
"(105, 172)",2,"(1, 2)","[(35, 118), (105, 172)]"
"(253, 234)",2,"(2, 3)","[(105, 172), (253, 234)]"
"(117, 130)",2,"(3, 5)","[(253, 234), (201, 117)]"
"(201, 117)",2,"(3, 6)","[(253, 234), (207, 97)]"
"(207, 97)",2,"(3, 7)","[(253, 234), (200, 21)]"
"(200, 21)",2,"(6, 7)","[(207, 97), (200, 21)]"
,3,"(0, 1, 2)","[(3, 74), (35, 118), (105, 172)]"
,3,"(0, 1, 4)","[(3, 74), (35, 118), (117, 130)]"
,3,"(0, 1, 7)","[(3, 74), (35, 118), (200, 21)]"
,3,"(0, 6, 7)","[(3, 74), (207, 97), (200, 21)]"
,3,"(1, 2, 3)","[(35, 118), (105, 172), (253, 234)]"
,3,"(2, 3, 4)","[(105, 172), (253, 234), (117, 130)]"
,3,"(2, 3, 5)","[(105, 172), (253, 234), (201, 117)]"
,3,"(3, 5, 6)","[(253, 234), (201, 117), (207, 97)]"
,3,"(3, 6, 7)","[(253, 234), (207, 97), (200, 21)]"
,3,"(5, 6, 7)","[(201, 117), (207, 97), (200, 21)]"
,4,"(0, 1, 2, 3)","[(3, 74), (35, 118), (105, 172), (253, 234)]"
,4,"(0, 1, 2, 4)","[(3, 74), (35, 118), (105, 172), (117, 130)]"
,4,"(0, 1, 4, 7)","[(3, 74), (35, 118), (117, 130), (200, 21)]"
,4,"(0, 1, 6, 7)","[(3, 74), (35, 118), (207, 97), (200, 21)]"
,4,"(0, 5, 6, 7)","[(3, 74), (201, 117), (207, 97), (200, 21)]"
