PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(63, 158)",2,"(0, 1)","[(63, 158), (83, 234)]"
"(83, 234)",2,"(0, 7)","[(63, 158), (45, 70)]"
"(211, 185)",2,"(1, 2)","[(83, 234), (211, 185)]"
"(199, 131)",2,"(2, 3)","[(211, 185), (199, 131)]"
"(98, 145)",2,"(3, 7)","[(199, 131), (45, 70)]"
"(68, 129)",2,"(5, 7)","[(68, 129), (45, 70)]"
"(64, 139)",2,"(6, 7)","[(64, 139), (45, 70)]"
"(45, 70)",3,"(0, 1, 2)","[(63, 158), (83, 234), (211, 185)]"
,3,"(0, 1, 6)","[(63, 158), (83, 234), (64, 139)]"
,3,"(0, 1, 7)","[(63, 158), (83, 234), (45, 70)]"
,3,"(0, 6, 7)","[(63, 158), (64, 139), (45, 70)]"
,3,"(1, 2, 3)","[(83, 234), (211, 185), (199, 131)]"
,3,"(2, 3, 4)","[(211, 185), (199, 131), (98, 145)]"
,3,"(2, 3, 7)","[(211, 185), (199, 131), (45, 70)]"
,3,"(3, 5, 7)","[(199, 131), (68, 129), (45, 70)]"
,3,"(5, 6, 7)","[(68, 129), (64, 139), (45, 70)]"
,4,"(0, 1, 2, 3)","[(63, 158), (83, 234), (211, 185), (199, 131)]"
,4,"(0, 1, 2, 4)","[(63, 158), (83, 234), (211, 185), (98, 145)]"
,4,"(0, 1, 2, 6)","[(63, 158), (83, 234), (211, 185), (64, 139)]"
,4,"(0, 1, 4, 6)","[(63, 158), (83, 234), (98, 145), (64, 139)]"
,4,"(0, 1, 5, 6)","[(63, 158), (83, 234), (68, 129), (64, 139)]"
,4,"(0, 1, 6, 7)","[(63, 158), (83, 234), (64, 139), (45, 70)]"
,4,"(0, 5, 6, 7)","[(63, 158), (68, 129), (64, 139), (45, 70)]"
