PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(250, 36)",2,"(0, 1)","[(250, 36), (2, 108)]"
"(2, 108)",2,"(0, 4)","[(250, 36), (232, 71)]"
"(147, 169)",2,"(0, 7)","[(250, 36), (237, 226)]"
"(203, 101)",2,"(1, 2)","[(2, 108), (147, 169)]"
"(232, 71)",2,"(1, 7)","[(2, 108), (237, 226)]"
"(186, 191)",2,"(5, 7)","[(186, 191), (237, 226)]"
"(229, 94)",2,"(6, 7)","[(229, 94), (237, 226)]"
"(237, 226)",3,"(0, 1, 2)","[(250, 36), (2, 108), (147, 169)]"
,3,"(0, 1, 3)","[(250, 36), (2, 108), (203, 101)]"
,3,"(0, 1, 4)","[(250, 36), (2, 108), (232, 71)]"
,3,"(0, 4, 6)","[(250, 36), (232, 71), (229, 94)]"
,3,"(0, 4, 7)","[(250, 36), (232, 71), (237, 226)]"
,3,"(0, 6, 7)","[(250, 36), (229, 94), (237, 226)]"
,3,"(1, 2, 3)","[(2, 108), (147, 169), (203, 101)]"
,3,"(1, 2, 5)","[(2, 108), (147, 169), (186, 191)]"
,3,"(1, 2, 7)","[(2, 108), (147, 169), (237, 226)]"
,3,"(1, 5, 7)","[(2, 108), (186, 191), (237, 226)]"
,3,"(2, 5, 7)","[(147, 169), (186, 191), (237, 226)]"
,3,"(5, 6, 7)","[(186, 191), (229, 94), (237, 226)]"
,4,"(0, 1, 2, 3)","[(250, 36), (2, 108), (147, 169), (203, 101)]"
,4,"(0, 1, 3, 4)","[(250, 36), (2, 108), (203, 101), (232, 71)]"
,4,"(0, 1, 4, 6)","[(250, 36), (2, 108), (232, 71), (229, 94)]"
,4,"(0, 3, 4, 6)","[(250, 36), (203, 101), (232, 71), (229, 94)]"
,4,"(0, 4, 6, 7)","[(250, 36), (232, 71), (229, 94), (237, 226)]"
,4,"(0, 5, 6, 7)","[(250, 36), (186, 191), (229, 94), (237, 226)]"
