PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(146, 221)",2,"(0, 1)","[(146, 221), (255, 100)]"
"(255, 100)",2,"(0, 3)","[(146, 221), (174, 146)]"
"(228, 110)",2,"(0, 5)","[(146, 221), (67, 106)]"
"(174, 146)",2,"(0, 7)","[(146, 221), (1, 34)]"
"(70, 54)",2,"(1, 2)","[(255, 100), (228, 110)]"
"(67, 106)",2,"(1, 4)","[(255, 100), (70, 54)]"
"(22, 53)",2,"(1, 7)","[(255, 100), (1, 34)]"
"(1, 34)",2,"(4, 7)","[(70, 54), (1, 34)]"
,2,"(6, 7)","[(22, 53), (1, 34)]"
,3,"(0, 1, 2)","[(146, 221), (255, 100), (228, 110)]"
,3,"(0, 1, 3)","[(146, 221), (255, 100), (174, 146)]"
,3,"(0, 2, 3)","[(146, 221), (228, 110), (174, 146)]"
,3,"(0, 3, 5)","[(146, 221), (174, 146), (67, 106)]"
,3,"(0, 5, 6)","[(146, 221), (67, 106), (22, 53)]"
,3,"(0, 5, 7)","[(146, 221), (67, 106), (1, 34)]"
,3,"(0, 6, 7)","[(146, 221), (22, 53), (1, 34)]"
,3,"(1, 2, 3)","[(255, 100), (228, 110), (174, 146)]"
,3,"(1, 2, 4)","[(255, 100), (228, 110), (70, 54)]"
,3,"(1, 4, 7)","[(255, 100), (70, 54), (1, 34)]"
,3,"(4, 6, 7)","[(70, 54), (22, 53), (1, 34)]"
,3,"(5, 6, 7)","[(67, 106), (22, 53), (1, 34)]"
,4,"(0, 1, 2, 3)","[(146, 221), (255, 100), (228, 110), (174, 146)]"
,4,"(0, 2, 3, 5)","[(146, 221), (228, 110), (174, 146), (67, 106)]"
,4,"(0, 3, 5, 6)","[(146, 221), (174, 146), (67, 106), (22, 53)]"
,4,"(0, 5, 6, 7)","[(146, 221), (67, 106), (22, 53), (1, 34)]"
