PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(5, 15)",2,"(0, 1)","[(5, 15), (46, 116)]"
"(46, 116)",2,"(0, 6)","[(5, 15), (211, 32)]"
"(138, 240)",2,"(0, 7)","[(5, 15), (250, 24)]"
"(170, 123)",2,"(1, 2)","[(46, 116), (138, 240)]"
"(200, 92)",2,"(2, 3)","[(138, 240), (170, 123)]"
"(177, 64)",2,"(2, 4)","[(138, 240), (200, 92)]"
"(211, 32)",2,"(2, 7)","[(138, 240), (250, 24)]"
"(250, 24)",2,"(4, 7)","[(200, 92), (250, 24)]"
,2,"(6, 7)","[(211, 32), (250, 24)]"
,3,"(0, 1, 2)","[(5, 15), (46, 116), (138, 240)]"
,3,"(0, 1, 5)","[(5, 15), (46, 116), (177, 64)]"
,3,"(0, 1, 6)","[(5, 15), (46, 116), (211, 32)]"
,3,"(0, 6, 7)","[(5, 15), (211, 32), (250, 24)]"
,3,"(1, 2, 3)","[(46, 116), (138, 240), (170, 123)]"
,3,"(2, 3, 4)","[(138, 240), (170, 123), (200, 92)]"
,3,"(2, 4, 7)","[(138, 240), (200, 92), (250, 24)]"
,3,"(4, 6, 7)","[(200, 92), (211, 32), (250, 24)]"
,3,"(5, 6, 7)","[(177, 64), (211, 32), (250, 24)]"
,4,"(0, 1, 2, 3)","[(5, 15), (46, 116), (138, 240), (170, 123)]"
,4,"(0, 1, 2, 5)","[(5, 15), (46, 116), (138, 240), (177, 64)]"
,4,"(0, 1, 3, 5)","[(5, 15), (46, 116), (170, 123), (177, 64)]"
,4,"(0, 1, 5, 6)","[(5, 15), (46, 116), (177, 64), (211, 32)]"
,4,"(0, 1, 6, 7)","[(5, 15), (46, 116), (211, 32), (250, 24)]"
,4,"(0, 5, 6, 7)","[(5, 15), (177, 64), (211, 32), (250, 24)]"
