PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(88, 209)",2,"(0, 1)","[(88, 209), (98, 212)]"
"(98, 212)",2,"(0, 7)","[(88, 209), (39, 45)]"
"(139, 185)",2,"(1, 2)","[(98, 212), (139, 185)]"
"(217, 121)",2,"(2, 3)","[(139, 185), (217, 121)]"
"(124, 181)",2,"(3, 6)","[(217, 121), (136, 95)]"
"(123, 153)",2,"(3, 7)","[(217, 121), (39, 45)]"
"(136, 95)",2,"(6, 7)","[(136, 95), (39, 45)]"
"(39, 45)",3,"(0, 1, 2)","[(88, 209), (98, 212), (139, 185)]"
,3,"(0, 1, 4)","[(88, 209), (98, 212), (124, 181)]"
,3,"(0, 1, 7)","[(88, 209), (98, 212), (39, 45)]"
,3,"(0, 6, 7)","[(88, 209), (136, 95), (39, 45)]"
,3,"(1, 2, 3)","[(98, 212), (139, 185), (217, 121)]"
,3,"(2, 3, 4)","[(139, 185), (217, 121), (124, 181)]"
,3,"(2, 3, 6)","[(139, 185), (217, 121), (136, 95)]"
,3,"(3, 5, 6)","[(217, 121), (123, 153), (136, 95)]"
,3,"(3, 6, 7)","[(217, 121), (136, 95), (39, 45)]"
,3,"(5, 6, 7)","[(123, 153), (136, 95), (39, 45)]"
,4,"(0, 1, 2, 3)","[(88, 209), (98, 212), (139, 185), (217, 121)]"
,4,"(0, 1, 2, 4)","[(88, 209), (98, 212), (139, 185), (124, 181)]"
,4,"(0, 1, 4, 7)","[(88, 209), (98, 212), (124, 181), (39, 45)]"
,4,"(0, 1, 5, 7)","[(88, 209), (98, 212), (123, 153), (39, 45)]"
,4,"(0, 1, 6, 7)","[(88, 209), (98, 212), (136, 95), (39, 45)]"
,4,"(0, 5, 6, 7)","[(88, 209), (123, 153), (136, 95), (39, 45)]"
