PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(0, 145)",2,"(0, 1)","[(0, 145), (243, 252)]"
"(243, 252)",2,"(0, 4)","[(0, 145), (57, 160)]"
"(237, 235)",2,"(0, 5)","[(0, 145), (55, 144)]"
"(154, 197)",2,"(0, 6)","[(0, 145), (121, 87)]"
"(57, 160)",2,"(0, 7)","[(0, 145), (253, 3)]"
"(55, 144)",2,"(1, 2)","[(243, 252), (237, 235)]"
"(121, 87)",2,"(1, 7)","[(243, 252), (253, 3)]"
"(253, 3)",2,"(2, 7)","[(237, 235), (253, 3)]"
,2,"(6, 7)","[(121, 87), (253, 3)]"
,3,"(0, 1, 2)","[(0, 145), (243, 252), (237, 235)]"
,3,"(0, 1, 4)","[(0, 145), (243, 252), (57, 160)]"
,3,"(0, 4, 5)","[(0, 145), (57, 160), (55, 144)]"
,3,"(0, 5, 6)","[(0, 145), (55, 144), (121, 87)]"
,3,"(0, 6, 7)","[(0, 145), (121, 87), (253, 3)]"
,3,"(1, 2, 3)","[(243, 252), (237, 235), (154, 197)]"
,3,"(1, 2, 7)","[(243, 252), (237, 235), (253, 3)]"
,3,"(2, 6, 7)","[(237, 235), (121, 87), (253, 3)]"
,3,"(5, 6, 7)","[(55, 144), (121, 87), (253, 3)]"
,4,"(0, 1, 2, 3)","[(0, 145), (243, 252), (237, 235), (154, 197)]"
,4,"(0, 1, 2, 4)","[(0, 145), (243, 252), (237, 235), (57, 160)]"
,4,"(0, 1, 3, 4)","[(0, 145), (243, 252), (154, 197), (57, 160)]"
,4,"(0, 1, 4, 5)","[(0, 145), (243, 252), (57, 160), (55, 144)]"
,4,"(0, 3, 4, 5)","[(0, 145), (154, 197), (57, 160), (55, 144)]"
,4,"(0, 4, 5, 6)","[(0, 145), (57, 160), (55, 144), (121, 87)]"
,4,"(0, 5, 6, 7)","[(0, 145), (55, 144), (121, 87), (253, 3)]"
