PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(5, 15)",2,"(0, 1)","[(5, 15), (52, 213)]"
"(52, 213)",2,"(0, 6)","[(5, 15), (235, 19)]"
"(221, 247)",2,"(0, 7)","[(5, 15), (251, 9)]"
"(203, 193)",2,"(1, 2)","[(52, 213), (221, 247)]"
"(197, 149)",2,"(2, 3)","[(221, 247), (203, 193)]"
"(209, 133)",2,"(2, 7)","[(221, 247), (251, 9)]"
"(235, 19)",2,"(6, 7)","[(235, 19), (251, 9)]"
"(251, 9)",3,"(0, 1, 2)","[(5, 15), (52, 213), (221, 247)]"
,3,"(0, 1, 3)","[(5, 15), (52, 213), (203, 193)]"
,3,"(0, 1, 4)","[(5, 15), (52, 213), (197, 149)]"
,3,"(0, 1, 6)","[(5, 15), (52, 213), (235, 19)]"
,3,"(0, 6, 7)","[(5, 15), (235, 19), (251, 9)]"
,3,"(1, 2, 3)","[(52, 213), (221, 247), (203, 193)]"
,3,"(2, 3, 4)","[(221, 247), (203, 193), (197, 149)]"
,3,"(2, 3, 5)","[(221, 247), (203, 193), (209, 133)]"
,3,"(2, 3, 7)","[(221, 247), (203, 193), (251, 9)]"
,3,"(2, 6, 7)","[(221, 247), (235, 19), (251, 9)]"
,3,"(5, 6, 7)","[(209, 133), (235, 19), (251, 9)]"
,4,"(0, 1, 2, 3)","[(5, 15), (52, 213), (221, 247), (203, 193)]"
,4,"(0, 1, 3, 4)","[(5, 15), (52, 213), (203, 193), (197, 149)]"
,4,"(0, 1, 4, 5)","[(5, 15), (52, 213), (197, 149), (209, 133)]"
,4,"(0, 1, 4, 6)","[(5, 15), (52, 213), (197, 149), (235, 19)]"
,4,"(0, 1, 6, 7)","[(5, 15), (52, 213), (235, 19), (251, 9)]"
,4,"(0, 5, 6, 7)","[(5, 15), (209, 133), (235, 19), (251, 9)]"
