PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(9, 239)",2,"(0, 1)","[(9, 239), (248, 236)]"
"(248, 236)",2,"(0, 5)","[(9, 239), (33, 214)]"
"(174, 205)",2,"(0, 6)","[(9, 239), (28, 203)]"
"(141, 197)",2,"(0, 7)","[(9, 239), (8, 16)]"
"(100, 207)",2,"(1, 2)","[(248, 236), (174, 205)]"
"(33, 214)",2,"(1, 7)","[(248, 236), (8, 16)]"
"(28, 203)",2,"(2, 7)","[(174, 205), (8, 16)]"
"(8, 16)",2,"(3, 7)","[(141, 197), (8, 16)]"
,2,"(6, 7)","[(28, 203), (8, 16)]"
,3,"(0, 1, 2)","[(9, 239), (248, 236), (174, 205)]"
,3,"(0, 1, 5)","[(9, 239), (248, 236), (33, 214)]"
,3,"(0, 5, 6)","[(9, 239), (33, 214), (28, 203)]"
,3,"(0, 6, 7)","[(9, 239), (28, 203), (8, 16)]"
,3,"(1, 2, 3)","[(248, 236), (174, 205), (141, 197)]"
,3,"(1, 2, 7)","[(248, 236), (174, 205), (8, 16)]"
,3,"(2, 3, 7)","[(174, 205), (141, 197), (8, 16)]"
,3,"(3, 6, 7)","[(141, 197), (28, 203), (8, 16)]"
,3,"(5, 6, 7)","[(33, 214), (28, 203), (8, 16)]"
,4,"(0, 1, 2, 3)","[(9, 239), (248, 236), (174, 205), (141, 197)]"
,4,"(0, 1, 2, 4)","[(9, 239), (248, 236), (174, 205), (100, 207)]"
,4,"(0, 1, 2, 5)","[(9, 239), (248, 236), (174, 205), (33, 214)]"
,4,"(0, 1, 4, 5)","[(9, 239), (248, 236), (100, 207), (33, 214)]"
,4,"(0, 1, 5, 6)","[(9, 239), (248, 236), (33, 214), (28, 203)]"
,4,"(0, 4, 5, 6)","[(9, 239), (100, 207), (33, 214), (28, 203)]"
,4,"(0, 5, 6, 7)","[(9, 239), (33, 214), (28, 203), (8, 16)]"
