PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(68, 50)",2,"(0, 1)","[(68, 50), (15, 115)]"
"(15, 115)",2,"(0, 7)","[(68, 50), (240, 11)]"
"(92, 245)",2,"(1, 2)","[(15, 115), (92, 245)]"
"(91, 210)",2,"(2, 3)","[(92, 245), (91, 210)]"
"(125, 145)",2,"(2, 7)","[(92, 245), (240, 11)]"
"(130, 149)",2,"(5, 7)","[(130, 149), (240, 11)]"
"(157, 67)",2,"(6, 7)","[(157, 67), (240, 11)]"
"(240, 11)",3,"(0, 1, 2)","[(68, 50), (15, 115), (92, 245)]"
,3,"(0, 1, 3)","[(68, 50), (15, 115), (91, 210)]"
,3,"(0, 1, 6)","[(68, 50), (15, 115), (157, 67)]"
,3,"(0, 1, 7)","[(68, 50), (15, 115), (240, 11)]"
,3,"(0, 6, 7)","[(68, 50), (157, 67), (240, 11)]"
,3,"(1, 2, 3)","[(15, 115), (92, 245), (91, 210)]"
,3,"(2, 3, 5)","[(92, 245), (91, 210), (130, 149)]"
,3,"(2, 3, 7)","[(92, 245), (91, 210), (240, 11)]"
,3,"(2, 5, 7)","[(92, 245), (130, 149), (240, 11)]"
,3,"(5, 6, 7)","[(130, 149), (157, 67), (240, 11)]"
,4,"(0, 1, 2, 3)","[(68, 50), (15, 115), (92, 245), (91, 210)]"
,4,"(0, 1, 3, 4)","[(68, 50), (15, 115), (91, 210), (125, 145)]"
,4,"(0, 1, 3, 6)","[(68, 50), (15, 115), (91, 210), (157, 67)]"
,4,"(0, 1, 4, 6)","[(68, 50), (15, 115), (125, 145), (157, 67)]"
,4,"(0, 1, 6, 7)","[(68, 50), (15, 115), (157, 67), (240, 11)]"
,4,"(0, 4, 6, 7)","[(68, 50), (125, 145), (157, 67), (240, 11)]"
,4,"(0, 5, 6, 7)","[(68, 50), (130, 149), (157, 67), (240, 11)]"
