PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(65, 18)",2,"(0, 1)","[(65, 18), (87, 168)]"
"(87, 168)",2,"(0, 7)","[(65, 18), (194, 79)]"
"(118, 237)",2,"(1, 2)","[(87, 168), (118, 237)]"
"(143, 208)",2,"(2, 3)","[(118, 237), (143, 208)]"
"(137, 135)",2,"(2, 5)","[(118, 237), (184, 178)]"
"(184, 178)",2,"(3, 5)","[(143, 208), (184, 178)]"
"(161, 127)",2,"(5, 7)","[(184, 178), (194, 79)]"
"(194, 79)",2,"(6, 7)","[(161, 127), (194, 79)]"
,3,"(0, 1, 2)","[(65, 18), (87, 168), (118, 237)]"
,3,"(0, 1, 4)","[(65, 18), (87, 168), (137, 135)]"
,3,"(0, 1, 7)","[(65, 18), (87, 168), (194, 79)]"
,3,"(0, 4, 7)","[(65, 18), (137, 135), (194, 79)]"
,3,"(0, 6, 7)","[(65, 18), (161, 127), (194, 79)]"
,3,"(1, 2, 3)","[(87, 168), (118, 237), (143, 208)]"
,3,"(2, 3, 5)","[(118, 237), (143, 208), (184, 178)]"
,3,"(3, 5, 7)","[(143, 208), (184, 178), (194, 79)]"
,3,"(5, 6, 7)","[(184, 178), (161, 127), (194, 79)]"
,4,"(0, 1, 2, 3)","[(65, 18), (87, 168), (118, 237), (143, 208)]"
,4,"(0, 1, 2, 4)","[(65, 18), (87, 168), (118, 237), (137, 135)]"
,4,"(0, 1, 4, 6)","[(65, 18), (87, 168), (137, 135), (161, 127)]"
,4,"(0, 1, 4, 7)","[(65, 18), (87, 168), (137, 135), (194, 79)]"
,4,"(0, 4, 6, 7)","[(65, 18), (137, 135), (161, 127), (194, 79)]"
,4,"(0, 5, 6, 7)","[(65, 18), (184, 178), (161, 127), (194, 79)]"
