PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(10, 196)",2,"(0, 1)","[(10, 196), (163, 237)]"
"(163, 237)",2,"(0, 6)","[(10, 196), (21, 154)]"
"(197, 204)",2,"(0, 7)","[(10, 196), (31, 19)]"
"(246, 197)",2,"(1, 2)","[(163, 237), (197, 204)]"
"(145, 155)",2,"(1, 3)","[(163, 237), (246, 197)]"
"(94, 161)",2,"(2, 3)","[(197, 204), (246, 197)]"
"(21, 154)",2,"(3, 7)","[(246, 197), (31, 19)]"
"(31, 19)",2,"(4, 7)","[(145, 155), (31, 19)]"
,2,"(6, 7)","[(21, 154), (31, 19)]"
,3,"(0, 1, 2)","[(10, 196), (163, 237), (197, 204)]"
,3,"(0, 1, 6)","[(10, 196), (163, 237), (21, 154)]"
,3,"(0, 5, 6)","[(10, 196), (94, 161), (21, 154)]"
,3,"(0, 6, 7)","[(10, 196), (21, 154), (31, 19)]"
,3,"(1, 2, 3)","[(163, 237), (197, 204), (246, 197)]"
,3,"(2, 3, 4)","[(197, 204), (246, 197), (145, 155)]"
,3,"(2, 3, 7)","[(197, 204), (246, 197), (31, 19)]"
,3,"(3, 4, 7)","[(246, 197), (145, 155), (31, 19)]"
,3,"(4, 5, 7)","[(145, 155), (94, 161), (31, 19)]"
,3,"(4, 6, 7)","[(145, 155), (21, 154), (31, 19)]"
,3,"(5, 6, 7)","[(94, 161), (21, 154), (31, 19)]"
,4,"(0, 1, 2, 3)","[(10, 196), (163, 237), (197, 204), (246, 197)]"
,4,"(0, 1, 2, 6)","[(10, 196), (163, 237), (197, 204), (21, 154)]"
,4,"(0, 1, 5, 6)","[(10, 196), (163, 237), (94, 161), (21, 154)]"
,4,"(0, 5, 6, 7)","[(10, 196), (94, 161), (21, 154), (31, 19)]"
