PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(92, 69)",2,"(0, 1)","[(92, 69), (48, 95)]"
"(48, 95)",2,"(0, 7)","[(92, 69), (190, 102)]"
"(59, 187)",2,"(1, 2)","[(48, 95), (59, 187)]"
"(75, 144)",2,"(2, 3)","[(59, 187), (75, 144)]"
"(82, 134)",2,"(2, 6)","[(59, 187), (103, 151)]"
"(98, 141)",2,"(2, 7)","[(59, 187), (190, 102)]"
"(103, 151)",2,"(6, 7)","[(103, 151), (190, 102)]"
"(190, 102)",3,"(0, 1, 2)","[(92, 69), (48, 95), (59, 187)]"
,3,"(0, 1, 3)","[(92, 69), (48, 95), (75, 144)]"
,3,"(0, 1, 4)","[(92, 69), (48, 95), (82, 134)]"
,3,"(0, 1, 7)","[(92, 69), (48, 95), (190, 102)]"
,3,"(0, 5, 7)","[(92, 69), (98, 141), (190, 102)]"
,3,"(0, 6, 7)","[(92, 69), (103, 151), (190, 102)]"
,3,"(1, 2, 3)","[(48, 95), (59, 187), (75, 144)]"
,3,"(2, 3, 4)","[(59, 187), (75, 144), (82, 134)]"
,3,"(2, 3, 6)","[(59, 187), (75, 144), (103, 151)]"
,3,"(2, 5, 6)","[(59, 187), (98, 141), (103, 151)]"
,3,"(2, 6, 7)","[(59, 187), (103, 151), (190, 102)]"
,3,"(5, 6, 7)","[(98, 141), (103, 151), (190, 102)]"
,4,"(0, 1, 2, 3)","[(92, 69), (48, 95), (59, 187), (75, 144)]"
,4,"(0, 1, 3, 4)","[(92, 69), (48, 95), (75, 144), (82, 134)]"
,4,"(0, 1, 4, 7)","[(92, 69), (48, 95), (82, 134), (190, 102)]"
,4,"(0, 1, 5, 7)","[(92, 69), (48, 95), (98, 141), (190, 102)]"
,4,"(0, 5, 6, 7)","[(92, 69), (98, 141), (103, 151), (190, 102)]"
