PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(56, 5)",2,"(0, 1)","[(56, 5), (16, 67)]"
"(16, 67)",2,"(0, 7)","[(56, 5), (239, 241)]"
"(105, 250)",2,"(1, 2)","[(16, 67), (105, 250)]"
"(88, 146)",2,"(2, 5)","[(105, 250), (112, 180)]"
"(91, 130)",2,"(2, 7)","[(105, 250), (239, 241)]"
"(112, 180)",2,"(6, 7)","[(122, 163), (239, 241)]"
"(122, 163)",3,"(0, 1, 2)","[(56, 5), (16, 67), (105, 250)]"
"(239, 241)",3,"(0, 1, 3)","[(56, 5), (16, 67), (88, 146)]"
,3,"(0, 1, 4)","[(56, 5), (16, 67), (91, 130)]"
,3,"(0, 1, 7)","[(56, 5), (16, 67), (239, 241)]"
,3,"(0, 4, 7)","[(56, 5), (91, 130), (239, 241)]"
,3,"(0, 6, 7)","[(56, 5), (122, 163), (239, 241)]"
,3,"(1, 2, 3)","[(16, 67), (105, 250), (88, 146)]"
,3,"(1, 2, 5)","[(16, 67), (105, 250), (112, 180)]"
,3,"(2, 3, 5)","[(105, 250), (88, 146), (112, 180)]"
,3,"(2, 5, 7)","[(105, 250), (112, 180), (239, 241)]"
,3,"(2, 6, 7)","[(105, 250), (122, 163), (239, 241)]"
,3,"(5, 6, 7)","[(112, 180), (122, 163), (239, 241)]"
,4,"(0, 1, 2, 3)","[(56, 5), (16, 67), (105, 250), (88, 146)]"
,4,"(0, 1, 3, 4)","[(56, 5), (16, 67), (88, 146), (91, 130)]"
,4,"(0, 1, 4, 6)","[(56, 5), (16, 67), (91, 130), (122, 163)]"
,4,"(0, 1, 4, 7)","[(56, 5), (16, 67), (91, 130), (239, 241)]"
,4,"(0, 4, 6, 7)","[(56, 5), (91, 130), (122, 163), (239, 241)]"
,4,"(0, 5, 6, 7)","[(56, 5), (112, 180), (122, 163), (239, 241)]"
