PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(255, 9)",2,"(0, 1)","[(255, 9), (1, 2)]"
"(1, 2)",2,"(0, 3)","[(255, 9), (208, 15)]"
"(78, 24)",2,"(0, 6)","[(255, 9), (211, 56)]"
"(208, 15)",2,"(0, 7)","[(255, 9), (53, 253)]"
"(28, 115)",2,"(1, 2)","[(1, 2), (78, 24)]"
"(67, 100)",2,"(1, 4)","[(1, 2), (28, 115)]"
"(211, 56)",2,"(1, 7)","[(1, 2), (53, 253)]"
"(53, 253)",2,"(4, 7)","[(28, 115), (53, 253)]"
,2,"(6, 7)","[(211, 56), (53, 253)]"
,3,"(0, 1, 2)","[(255, 9), (1, 2), (78, 24)]"
,3,"(0, 1, 3)","[(255, 9), (1, 2), (208, 15)]"
,3,"(0, 3, 6)","[(255, 9), (208, 15), (211, 56)]"
,3,"(0, 6, 7)","[(255, 9), (211, 56), (53, 253)]"
,3,"(1, 2, 3)","[(1, 2), (78, 24), (208, 15)]"
,3,"(1, 2, 4)","[(1, 2), (78, 24), (28, 115)]"
,3,"(1, 4, 5)","[(1, 2), (28, 115), (67, 100)]"
,3,"(1, 4, 7)","[(1, 2), (28, 115), (53, 253)]"
,3,"(4, 5, 7)","[(28, 115), (67, 100), (53, 253)]"
,3,"(4, 6, 7)","[(28, 115), (211, 56), (53, 253)]"
,3,"(5, 6, 7)","[(67, 100), (211, 56), (53, 253)]"
,4,"(0, 1, 2, 3)","[(255, 9), (1, 2), (78, 24), (208, 15)]"
,4,"(0, 1, 3, 6)","[(255, 9), (1, 2), (208, 15), (211, 56)]"
,4,"(0, 2, 3, 6)","[(255, 9), (78, 24), (208, 15), (211, 56)]"
,4,"(0, 3, 6, 7)","[(255, 9), (208, 15), (211, 56), (53, 253)]"
,4,"(0, 5, 6, 7)","[(255, 9), (67, 100), (211, 56), (53, 253)]"
