PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(8, 178)",2,"(0, 1)","[(8, 178), (225, 254)]"
"(225, 254)",2,"(0, 2)","[(8, 178), (96, 202)]"
"(96, 202)",2,"(0, 5)","[(8, 178), (74, 175)]"
"(217, 222)",2,"(0, 6)","[(8, 178), (148, 92)]"
"(124, 187)",2,"(0, 7)","[(8, 178), (248, 2)]"
"(74, 175)",2,"(1, 2)","[(225, 254), (96, 202)]"
"(148, 92)",2,"(1, 3)","[(225, 254), (217, 222)]"
"(248, 2)",2,"(1, 7)","[(225, 254), (248, 2)]"
,2,"(3, 7)","[(217, 222), (248, 2)]"
,2,"(6, 7)","[(148, 92), (248, 2)]"
,3,"(0, 1, 2)","[(8, 178), (225, 254), (96, 202)]"
,3,"(0, 2, 5)","[(8, 178), (96, 202), (74, 175)]"
,3,"(0, 5, 6)","[(8, 178), (74, 175), (148, 92)]"
,3,"(0, 6, 7)","[(8, 178), (148, 92), (248, 2)]"
,3,"(1, 2, 3)","[(225, 254), (96, 202), (217, 222)]"
,3,"(1, 3, 4)","[(225, 254), (217, 222), (124, 187)]"
,3,"(1, 3, 7)","[(225, 254), (217, 222), (248, 2)]"
,3,"(3, 6, 7)","[(217, 222), (148, 92), (248, 2)]"
,3,"(4, 6, 7)","[(124, 187), (148, 92), (248, 2)]"
,3,"(5, 6, 7)","[(74, 175), (148, 92), (248, 2)]"
,4,"(0, 1, 2, 3)","[(8, 178), (225, 254), (96, 202), (217, 222)]"
,4,"(0, 1, 2, 5)","[(8, 178), (225, 254), (96, 202), (74, 175)]"
,4,"(0, 2, 4, 5)","[(8, 178), (96, 202), (124, 187), (74, 175)]"
,4,"(0, 2, 5, 6)","[(8, 178), (96, 202), (74, 175), (148, 92)]"
,4,"(0, 5, 6, 7)","[(8, 178), (74, 175), (148, 92), (248, 2)]"
