PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(19, 11)",2,"(0, 1)","[(19, 11), (48, 252)]"
"(48, 252)",2,"(0, 5)","[(19, 11), (45, 50)]"
"(81, 204)",2,"(0, 7)","[(19, 11), (236, 4)]"
"(78, 176)",2,"(1, 2)","[(48, 252), (81, 204)]"
"(82, 159)",2,"(1, 7)","[(48, 252), (236, 4)]"
"(45, 50)",2,"(2, 7)","[(81, 204), (236, 4)]"
"(93, 46)",2,"(6, 7)","[(93, 46), (236, 4)]"
"(236, 4)",3,"(0, 1, 2)","[(19, 11), (48, 252), (81, 204)]"
,3,"(0, 1, 5)","[(19, 11), (48, 252), (45, 50)]"
,3,"(0, 5, 6)","[(19, 11), (45, 50), (93, 46)]"
,3,"(0, 5, 7)","[(19, 11), (45, 50), (236, 4)]"
,3,"(0, 6, 7)","[(19, 11), (93, 46), (236, 4)]"
,3,"(1, 2, 3)","[(48, 252), (81, 204), (78, 176)]"
,3,"(1, 2, 7)","[(48, 252), (81, 204), (236, 4)]"
,3,"(2, 3, 7)","[(81, 204), (78, 176), (236, 4)]"
,3,"(2, 4, 7)","[(81, 204), (82, 159), (236, 4)]"
,3,"(2, 6, 7)","[(81, 204), (93, 46), (236, 4)]"
,3,"(4, 6, 7)","[(82, 159), (93, 46), (236, 4)]"
,3,"(5, 6, 7)","[(45, 50), (93, 46), (236, 4)]"
,4,"(0, 1, 2, 3)","[(19, 11), (48, 252), (81, 204), (78, 176)]"
,4,"(0, 1, 2, 5)","[(19, 11), (48, 252), (81, 204), (45, 50)]"
,4,"(0, 1, 3, 5)","[(19, 11), (48, 252), (78, 176), (45, 50)]"
,4,"(0, 1, 5, 6)","[(19, 11), (48, 252), (45, 50), (93, 46)]"
,4,"(0, 4, 5, 6)","[(19, 11), (82, 159), (45, 50), (93, 46)]"
,4,"(0, 5, 6, 7)","[(19, 11), (45, 50), (93, 46), (236, 4)]"
