PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(240, 87)",2,"(0, 1)","[(240, 87), (222, 66)]"
"(222, 66)",2,"(0, 6)","[(240, 87), (194, 128)]"
"(16, 147)",2,"(0, 7)","[(240, 87), (147, 189)]"
"(139, 124)",2,"(1, 2)","[(222, 66), (16, 147)]"
"(127, 144)",2,"(2, 3)","[(16, 147), (139, 124)]"
"(129, 157)",2,"(2, 4)","[(16, 147), (127, 144)]"
"(194, 128)",2,"(2, 5)","[(16, 147), (129, 157)]"
"(147, 189)",2,"(2, 7)","[(16, 147), (147, 189)]"
,2,"(5, 7)","[(129, 157), (147, 189)]"
,2,"(6, 7)","[(194, 128), (147, 189)]"
,3,"(0, 1, 2)","[(240, 87), (222, 66), (16, 147)]"
,3,"(0, 1, 3)","[(240, 87), (222, 66), (139, 124)]"
,3,"(0, 1, 6)","[(240, 87), (222, 66), (194, 128)]"
,3,"(0, 6, 7)","[(240, 87), (194, 128), (147, 189)]"
,3,"(1, 2, 3)","[(222, 66), (16, 147), (139, 124)]"
,3,"(2, 3, 4)","[(16, 147), (139, 124), (127, 144)]"
,3,"(2, 4, 5)","[(16, 147), (127, 144), (129, 157)]"
,3,"(2, 5, 7)","[(16, 147), (129, 157), (147, 189)]"
,3,"(4, 5, 7)","[(127, 144), (129, 157), (147, 189)]"
,3,"(5, 6, 7)","[(129, 157), (194, 128), (147, 189)]"
,4,"(0, 1, 2, 3)","[(240, 87), (222, 66), (16, 147), (139, 124)]"
,4,"(0, 1, 3, 6)","[(240, 87), (222, 66), (139, 124), (194, 128)]"
,4,"(0, 1, 6, 7)","[(240, 87), (222, 66), (194, 128), (147, 189)]"
,4,"(0, 5, 6, 7)","[(240, 87), (129, 157), (194, 128), (147, 189)]"
