PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(153, 197)",2,"(0, 1)","[(153, 197), (240, 25)]"
"(240, 25)",2,"(0, 7)","[(153, 197), (97, 231)]"
"(0, 77)",2,"(1, 2)","[(240, 25), (0, 77)]"
"(67, 137)",2,"(2, 3)","[(0, 77), (67, 137)]"
"(95, 172)",2,"(2, 7)","[(0, 77), (97, 231)]"
"(81, 170)",2,"(6, 7)","[(101, 206), (97, 231)]"
"(101, 206)",3,"(0, 1, 2)","[(153, 197), (240, 25), (0, 77)]"
"(97, 231)",3,"(0, 1, 3)","[(153, 197), (240, 25), (67, 137)]"
,3,"(0, 1, 4)","[(153, 197), (240, 25), (95, 172)]"
,3,"(0, 1, 6)","[(153, 197), (240, 25), (101, 206)]"
,3,"(0, 1, 7)","[(153, 197), (240, 25), (97, 231)]"
,3,"(0, 6, 7)","[(153, 197), (101, 206), (97, 231)]"
,3,"(1, 2, 3)","[(240, 25), (0, 77), (67, 137)]"
,3,"(2, 3, 5)","[(0, 77), (67, 137), (81, 170)]"
,3,"(2, 3, 7)","[(0, 77), (67, 137), (97, 231)]"
,3,"(2, 5, 7)","[(0, 77), (81, 170), (97, 231)]"
,3,"(2, 6, 7)","[(0, 77), (101, 206), (97, 231)]"
,3,"(5, 6, 7)","[(81, 170), (101, 206), (97, 231)]"
,4,"(0, 1, 2, 3)","[(153, 197), (240, 25), (0, 77), (67, 137)]"
,4,"(0, 1, 3, 4)","[(153, 197), (240, 25), (67, 137), (95, 172)]"
,4,"(0, 1, 4, 6)","[(153, 197), (240, 25), (95, 172), (101, 206)]"
,4,"(0, 1, 6, 7)","[(153, 197), (240, 25), (101, 206), (97, 231)]"
,4,"(0, 4, 6, 7)","[(153, 197), (95, 172), (101, 206), (97, 231)]"
,4,"(0, 5, 6, 7)","[(153, 197), (81, 170), (101, 206), (97, 231)]"
