PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(146, 215)",2,"(0, 1)","[(146, 215), (224, 196)]"
"(224, 196)",2,"(0, 3)","[(146, 215), (164, 187)]"
"(206, 144)",2,"(0, 7)","[(146, 215), (31, 41)]"
"(164, 187)",2,"(1, 2)","[(224, 196), (206, 144)]"
"(195, 80)",2,"(1, 4)","[(224, 196), (195, 80)]"
"(126, 106)",2,"(2, 4)","[(206, 144), (195, 80)]"
"(112, 118)",2,"(4, 7)","[(195, 80), (31, 41)]"
"(31, 41)",2,"(5, 7)","[(126, 106), (31, 41)]"
,2,"(6, 7)","[(112, 118), (31, 41)]"
,3,"(0, 1, 2)","[(146, 215), (224, 196), (206, 144)]"
,3,"(0, 1, 3)","[(146, 215), (224, 196), (164, 187)]"
,3,"(0, 3, 6)","[(146, 215), (164, 187), (112, 118)]"
,3,"(0, 3, 7)","[(146, 215), (164, 187), (31, 41)]"
,3,"(0, 6, 7)","[(146, 215), (112, 118), (31, 41)]"
,3,"(1, 2, 3)","[(224, 196), (206, 144), (164, 187)]"
,3,"(1, 2, 4)","[(224, 196), (206, 144), (195, 80)]"
,3,"(2, 4, 5)","[(206, 144), (195, 80), (126, 106)]"
,3,"(2, 4, 7)","[(206, 144), (195, 80), (31, 41)]"
,3,"(4, 5, 7)","[(195, 80), (126, 106), (31, 41)]"
,3,"(5, 6, 7)","[(126, 106), (112, 118), (31, 41)]"
,4,"(0, 1, 2, 3)","[(146, 215), (224, 196), (206, 144), (164, 187)]"
,4,"(0, 1, 3, 6)","[(146, 215), (224, 196), (164, 187), (112, 118)]"
,4,"(0, 3, 6, 7)","[(146, 215), (164, 187), (112, 118), (31, 41)]"
,4,"(0, 5, 6, 7)","[(146, 215), (126, 106), (112, 118), (31, 41)]"
