PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(18, 190)",2,"(0, 1)","[(18, 190), (239, 252)]"
"(239, 252)",2,"(0, 4)","[(18, 190), (61, 180)]"
"(207, 216)",2,"(0, 7)","[(18, 190), (81, 5)]"
"(125, 201)",2,"(1, 2)","[(239, 252), (207, 216)]"
"(61, 180)",2,"(1, 7)","[(239, 252), (81, 5)]"
"(96, 119)",2,"(2, 7)","[(207, 216), (81, 5)]"
"(73, 108)",2,"(5, 7)","[(96, 119), (81, 5)]"
"(81, 5)",2,"(6, 7)","[(73, 108), (81, 5)]"
,3,"(0, 1, 2)","[(18, 190), (239, 252), (207, 216)]"
,3,"(0, 1, 3)","[(18, 190), (239, 252), (125, 201)]"
,3,"(0, 1, 4)","[(18, 190), (239, 252), (61, 180)]"
,3,"(0, 3, 4)","[(18, 190), (125, 201), (61, 180)]"
,3,"(0, 4, 6)","[(18, 190), (61, 180), (73, 108)]"
,3,"(0, 4, 7)","[(18, 190), (61, 180), (81, 5)]"
,3,"(0, 6, 7)","[(18, 190), (73, 108), (81, 5)]"
,3,"(1, 2, 3)","[(239, 252), (207, 216), (125, 201)]"
,3,"(1, 2, 7)","[(239, 252), (207, 216), (81, 5)]"
,3,"(2, 5, 7)","[(207, 216), (96, 119), (81, 5)]"
,3,"(5, 6, 7)","[(96, 119), (73, 108), (81, 5)]"
,4,"(0, 1, 2, 3)","[(18, 190), (239, 252), (207, 216), (125, 201)]"
,4,"(0, 1, 3, 4)","[(18, 190), (239, 252), (125, 201), (61, 180)]"
,4,"(0, 3, 4, 6)","[(18, 190), (125, 201), (61, 180), (73, 108)]"
,4,"(0, 4, 5, 6)","[(18, 190), (61, 180), (96, 119), (73, 108)]"
,4,"(0, 4, 6, 7)","[(18, 190), (61, 180), (73, 108), (81, 5)]"
,4,"(0, 5, 6, 7)","[(18, 190), (96, 119), (73, 108), (81, 5)]"
