PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(149, 247)",2,"(0, 1)","[(149, 247), (203, 11)]"
"(203, 11)",2,"(0, 4)","[(149, 247), (145, 232)]"
"(177, 69)",2,"(0, 7)","[(149, 247), (52, 160)]"
"(170, 56)",2,"(1, 2)","[(203, 11), (177, 69)]"
"(145, 232)",2,"(1, 3)","[(203, 11), (170, 56)]"
"(133, 213)",2,"(1, 7)","[(203, 11), (52, 160)]"
"(101, 195)",2,"(3, 7)","[(170, 56), (52, 160)]"
"(52, 160)",2,"(6, 7)","[(101, 195), (52, 160)]"
,3,"(0, 1, 2)","[(149, 247), (203, 11), (177, 69)]"
,3,"(0, 1, 4)","[(149, 247), (203, 11), (145, 232)]"
,3,"(0, 4, 5)","[(149, 247), (145, 232), (133, 213)]"
,3,"(0, 4, 6)","[(149, 247), (145, 232), (101, 195)]"
,3,"(0, 4, 7)","[(149, 247), (145, 232), (52, 160)]"
,3,"(0, 6, 7)","[(149, 247), (101, 195), (52, 160)]"
,3,"(1, 2, 3)","[(203, 11), (177, 69), (170, 56)]"
,3,"(1, 3, 7)","[(203, 11), (170, 56), (52, 160)]"
,3,"(3, 6, 7)","[(170, 56), (101, 195), (52, 160)]"
,3,"(5, 6, 7)","[(133, 213), (101, 195), (52, 160)]"
,4,"(0, 1, 2, 3)","[(149, 247), (203, 11), (177, 69), (170, 56)]"
,4,"(0, 1, 2, 4)","[(149, 247), (203, 11), (177, 69), (145, 232)]"
,4,"(0, 1, 4, 5)","[(149, 247), (203, 11), (145, 232), (133, 213)]"
,4,"(0, 2, 4, 5)","[(149, 247), (177, 69), (145, 232), (133, 213)]"
,4,"(0, 4, 5, 6)","[(149, 247), (145, 232), (133, 213), (101, 195)]"
,4,"(0, 4, 6, 7)","[(149, 247), (145, 232), (101, 195), (52, 160)]"
,4,"(0, 5, 6, 7)","[(149, 247), (133, 213), (101, 195), (52, 160)]"
