PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(13, 72)",2,"(0, 1)","[(13, 72), (198, 250)]"
"(198, 250)",2,"(0, 3)","[(13, 72), (165, 181)]"
"(190, 213)",2,"(0, 6)","[(13, 72), (134, 90)]"
"(165, 181)",2,"(0, 7)","[(13, 72), (243, 5)]"
"(197, 127)",2,"(1, 2)","[(198, 250), (190, 213)]"
"(207, 120)",2,"(1, 7)","[(198, 250), (243, 5)]"
"(134, 90)",2,"(5, 7)","[(207, 120), (243, 5)]"
"(243, 5)",2,"(6, 7)","[(134, 90), (243, 5)]"
,3,"(0, 1, 2)","[(13, 72), (198, 250), (190, 213)]"
,3,"(0, 1, 3)","[(13, 72), (198, 250), (165, 181)]"
,3,"(0, 3, 6)","[(13, 72), (165, 181), (134, 90)]"
,3,"(0, 6, 7)","[(13, 72), (134, 90), (243, 5)]"
,3,"(1, 2, 3)","[(198, 250), (190, 213), (165, 181)]"
,3,"(1, 2, 5)","[(198, 250), (190, 213), (207, 120)]"
,3,"(1, 2, 7)","[(198, 250), (190, 213), (243, 5)]"
,3,"(1, 5, 7)","[(198, 250), (207, 120), (243, 5)]"
,3,"(4, 5, 7)","[(197, 127), (207, 120), (243, 5)]"
,3,"(5, 6, 7)","[(207, 120), (134, 90), (243, 5)]"
,4,"(0, 1, 2, 3)","[(13, 72), (198, 250), (190, 213), (165, 181)]"
,4,"(0, 1, 3, 6)","[(13, 72), (198, 250), (165, 181), (134, 90)]"
,4,"(0, 2, 3, 6)","[(13, 72), (190, 213), (165, 181), (134, 90)]"
,4,"(0, 3, 4, 6)","[(13, 72), (165, 181), (197, 127), (134, 90)]"
,4,"(0, 3, 6, 7)","[(13, 72), (165, 181), (134, 90), (243, 5)]"
,4,"(0, 4, 6, 7)","[(13, 72), (197, 127), (134, 90), (243, 5)]"
,4,"(0, 5, 6, 7)","[(13, 72), (207, 120), (134, 90), (243, 5)]"
