PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(246, 35)",2,"(0, 1)","[(246, 35), (9, 41)]"
"(9, 41)",2,"(0, 3)","[(246, 35), (178, 67)]"
"(38, 75)",2,"(0, 6)","[(246, 35), (181, 98)]"
"(178, 67)",2,"(0, 7)","[(246, 35), (139, 220)]"
"(177, 80)",2,"(1, 2)","[(9, 41), (38, 75)]"
"(170, 89)",2,"(1, 7)","[(9, 41), (139, 220)]"
"(181, 98)",2,"(2, 7)","[(38, 75), (139, 220)]"
"(139, 220)",2,"(6, 7)","[(181, 98), (139, 220)]"
,3,"(0, 1, 2)","[(246, 35), (9, 41), (38, 75)]"
,3,"(0, 1, 3)","[(246, 35), (9, 41), (178, 67)]"
,3,"(0, 3, 4)","[(246, 35), (178, 67), (177, 80)]"
,3,"(0, 3, 6)","[(246, 35), (178, 67), (181, 98)]"
,3,"(0, 4, 6)","[(246, 35), (177, 80), (181, 98)]"
,3,"(0, 6, 7)","[(246, 35), (181, 98), (139, 220)]"
,3,"(1, 2, 3)","[(9, 41), (38, 75), (178, 67)]"
,3,"(1, 2, 5)","[(9, 41), (38, 75), (170, 89)]"
,3,"(1, 2, 7)","[(9, 41), (38, 75), (139, 220)]"
,3,"(2, 6, 7)","[(38, 75), (181, 98), (139, 220)]"
,3,"(5, 6, 7)","[(170, 89), (181, 98), (139, 220)]"
,4,"(0, 1, 2, 3)","[(246, 35), (9, 41), (38, 75), (178, 67)]"
,4,"(0, 1, 3, 4)","[(246, 35), (9, 41), (178, 67), (177, 80)]"
,4,"(0, 3, 4, 5)","[(246, 35), (178, 67), (177, 80), (170, 89)]"
,4,"(0, 3, 4, 6)","[(246, 35), (178, 67), (177, 80), (181, 98)]"
,4,"(0, 4, 6, 7)","[(246, 35), (177, 80), (181, 98), (139, 220)]"
,4,"(0, 5, 6, 7)","[(246, 35), (170, 89), (181, 98), (139, 220)]"
