PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(23, 61)",2,"(0, 1)","[(23, 61), (10, 78)]"
"(10, 78)",2,"(0, 5)","[(23, 61), (72, 86)]"
"(220, 195)",2,"(0, 7)","[(23, 61), (246, 134)]"
"(146, 136)",2,"(1, 2)","[(10, 78), (220, 195)]"
"(144, 130)",2,"(2, 3)","[(220, 195), (146, 136)]"
"(72, 86)",2,"(2, 6)","[(220, 195), (237, 146)]"
"(237, 146)",2,"(2, 7)","[(220, 195), (246, 134)]"
"(246, 134)",2,"(6, 7)","[(237, 146), (246, 134)]"
,3,"(0, 1, 2)","[(23, 61), (10, 78), (220, 195)]"
,3,"(0, 1, 5)","[(23, 61), (10, 78), (72, 86)]"
,3,"(0, 5, 7)","[(23, 61), (72, 86), (246, 134)]"
,3,"(0, 6, 7)","[(23, 61), (237, 146), (246, 134)]"
,3,"(1, 2, 3)","[(10, 78), (220, 195), (146, 136)]"
,3,"(2, 3, 4)","[(220, 195), (146, 136), (144, 130)]"
,3,"(2, 3, 6)","[(220, 195), (146, 136), (237, 146)]"
,3,"(2, 6, 7)","[(220, 195), (237, 146), (246, 134)]"
,3,"(4, 6, 7)","[(144, 130), (237, 146), (246, 134)]"
,3,"(5, 6, 7)","[(72, 86), (237, 146), (246, 134)]"
,4,"(0, 1, 2, 3)","[(23, 61), (10, 78), (220, 195), (146, 136)]"
,4,"(0, 1, 2, 5)","[(23, 61), (10, 78), (220, 195), (72, 86)]"
,4,"(0, 1, 3, 5)","[(23, 61), (10, 78), (146, 136), (72, 86)]"
,4,"(0, 1, 4, 5)","[(23, 61), (10, 78), (144, 130), (72, 86)]"
,4,"(0, 1, 5, 7)","[(23, 61), (10, 78), (72, 86), (246, 134)]"
,4,"(0, 5, 6, 7)","[(23, 61), (72, 86), (237, 146), (246, 134)]"
