PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(9, 59)",2,"(0, 1)","[(9, 59), (77, 204)]"
"(77, 204)",2,"(0, 7)","[(9, 59), (225, 5)]"
"(246, 251)",2,"(1, 2)","[(77, 204), (246, 251)]"
"(199, 177)",2,"(2, 3)","[(246, 251), (199, 177)]"
"(149, 129)",2,"(2, 5)","[(246, 251), (223, 121)]"
"(223, 121)",2,"(2, 7)","[(246, 251), (225, 5)]"
"(201, 96)",2,"(5, 7)","[(223, 121), (225, 5)]"
"(225, 5)",2,"(6, 7)","[(201, 96), (225, 5)]"
,3,"(0, 1, 2)","[(9, 59), (77, 204), (246, 251)]"
,3,"(0, 1, 4)","[(9, 59), (77, 204), (149, 129)]"
,3,"(0, 1, 7)","[(9, 59), (77, 204), (225, 5)]"
,3,"(0, 4, 7)","[(9, 59), (149, 129), (225, 5)]"
,3,"(0, 6, 7)","[(9, 59), (201, 96), (225, 5)]"
,3,"(1, 2, 3)","[(77, 204), (246, 251), (199, 177)]"
,3,"(2, 3, 5)","[(246, 251), (199, 177), (223, 121)]"
,3,"(2, 5, 7)","[(246, 251), (223, 121), (225, 5)]"
,3,"(5, 6, 7)","[(223, 121), (201, 96), (225, 5)]"
,4,"(0, 1, 2, 3)","[(9, 59), (77, 204), (246, 251), (199, 177)]"
,4,"(0, 1, 2, 4)","[(9, 59), (77, 204), (246, 251), (149, 129)]"
,4,"(0, 1, 3, 4)","[(9, 59), (77, 204), (199, 177), (149, 129)]"
,4,"(0, 1, 4, 6)","[(9, 59), (77, 204), (149, 129), (201, 96)]"
,4,"(0, 1, 4, 7)","[(9, 59), (77, 204), (149, 129), (225, 5)]"
,4,"(0, 4, 6, 7)","[(9, 59), (149, 129), (201, 96), (225, 5)]"
,4,"(0, 5, 6, 7)","[(9, 59), (223, 121), (201, 96), (225, 5)]"
