PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(7, 21)",2,"(0, 1)","[(7, 21), (12, 45)]"
"(12, 45)",2,"(0, 5)","[(7, 21), (75, 27)]"
"(224, 251)",2,"(0, 7)","[(7, 21), (250, 4)]"
"(174, 188)",2,"(1, 2)","[(12, 45), (224, 251)]"
"(100, 78)",2,"(2, 3)","[(224, 251), (174, 188)]"
"(75, 27)",2,"(2, 7)","[(224, 251), (250, 4)]"
"(237, 22)",2,"(6, 7)","[(237, 22), (250, 4)]"
"(250, 4)",3,"(0, 1, 2)","[(7, 21), (12, 45), (224, 251)]"
,3,"(0, 1, 3)","[(7, 21), (12, 45), (174, 188)]"
,3,"(0, 1, 4)","[(7, 21), (12, 45), (100, 78)]"
,3,"(0, 1, 5)","[(7, 21), (12, 45), (75, 27)]"
,3,"(0, 5, 7)","[(7, 21), (75, 27), (250, 4)]"
,3,"(0, 6, 7)","[(7, 21), (237, 22), (250, 4)]"
,3,"(1, 2, 3)","[(12, 45), (224, 251), (174, 188)]"
,3,"(2, 3, 4)","[(224, 251), (174, 188), (100, 78)]"
,3,"(2, 3, 6)","[(224, 251), (174, 188), (237, 22)]"
,3,"(2, 3, 7)","[(224, 251), (174, 188), (250, 4)]"
,3,"(2, 6, 7)","[(224, 251), (237, 22), (250, 4)]"
,3,"(5, 6, 7)","[(75, 27), (237, 22), (250, 4)]"
,4,"(0, 1, 2, 3)","[(7, 21), (12, 45), (224, 251), (174, 188)]"
,4,"(0, 1, 3, 4)","[(7, 21), (12, 45), (174, 188), (100, 78)]"
,4,"(0, 1, 4, 5)","[(7, 21), (12, 45), (100, 78), (75, 27)]"
,4,"(0, 1, 5, 7)","[(7, 21), (12, 45), (75, 27), (250, 4)]"
,4,"(0, 5, 6, 7)","[(7, 21), (75, 27), (237, 22), (250, 4)]"
