PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(19, 38)",2,"(0, 1)","[(19, 38), (70, 129)]"
"(70, 129)",2,"(0, 5)","[(19, 38), (145, 93)]"
"(148, 221)",2,"(0, 7)","[(19, 38), (243, 65)]"
"(97, 132)",2,"(1, 2)","[(70, 129), (148, 221)]"
"(141, 163)",2,"(2, 4)","[(148, 221), (141, 163)]"
"(145, 93)",2,"(2, 7)","[(148, 221), (243, 65)]"
"(196, 100)",2,"(6, 7)","[(196, 100), (243, 65)]"
"(243, 65)",3,"(0, 1, 2)","[(19, 38), (70, 129), (148, 221)]"
,3,"(0, 1, 3)","[(19, 38), (70, 129), (97, 132)]"
,3,"(0, 1, 5)","[(19, 38), (70, 129), (145, 93)]"
,3,"(0, 5, 7)","[(19, 38), (145, 93), (243, 65)]"
,3,"(0, 6, 7)","[(19, 38), (196, 100), (243, 65)]"
,3,"(1, 2, 3)","[(70, 129), (148, 221), (97, 132)]"
,3,"(1, 2, 4)","[(70, 129), (148, 221), (141, 163)]"
,3,"(2, 3, 4)","[(148, 221), (97, 132), (141, 163)]"
,3,"(2, 4, 6)","[(148, 221), (141, 163), (196, 100)]"
,3,"(2, 4, 7)","[(148, 221), (141, 163), (243, 65)]"
,3,"(2, 6, 7)","[(148, 221), (196, 100), (243, 65)]"
,3,"(5, 6, 7)","[(145, 93), (196, 100), (243, 65)]"
,4,"(0, 1, 2, 3)","[(19, 38), (70, 129), (148, 221), (97, 132)]"
,4,"(0, 1, 3, 4)","[(19, 38), (70, 129), (97, 132), (141, 163)]"
,4,"(0, 1, 3, 5)","[(19, 38), (70, 129), (97, 132), (145, 93)]"
,4,"(0, 1, 5, 7)","[(19, 38), (70, 129), (145, 93), (243, 65)]"
,4,"(0, 5, 6, 7)","[(19, 38), (145, 93), (196, 100), (243, 65)]"
