PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(221, 199)",2,"(0, 1)","[(221, 199), (229, 191)]"
"(229, 191)",2,"(0, 7)","[(221, 199), (147, 215)]"
"(27, 31)",2,"(1, 2)","[(229, 191), (27, 31)]"
"(38, 200)",2,"(2, 3)","[(27, 31), (38, 200)]"
"(57, 206)",2,"(3, 6)","[(38, 200), (50, 225)]"
"(119, 208)",2,"(4, 6)","[(57, 206), (50, 225)]"
"(50, 225)",2,"(6, 7)","[(50, 225), (147, 215)]"
"(147, 215)",3,"(0, 1, 2)","[(221, 199), (229, 191), (27, 31)]"
,3,"(0, 1, 7)","[(221, 199), (229, 191), (147, 215)]"
,3,"(0, 6, 7)","[(221, 199), (50, 225), (147, 215)]"
,3,"(1, 2, 3)","[(229, 191), (27, 31), (38, 200)]"
,3,"(2, 3, 4)","[(27, 31), (38, 200), (57, 206)]"
,3,"(2, 3, 6)","[(27, 31), (38, 200), (50, 225)]"
,3,"(3, 4, 6)","[(38, 200), (57, 206), (50, 225)]"
,3,"(4, 6, 7)","[(57, 206), (50, 225), (147, 215)]"
,3,"(5, 6, 7)","[(119, 208), (50, 225), (147, 215)]"
,4,"(0, 1, 2, 3)","[(221, 199), (229, 191), (27, 31), (38, 200)]"
,4,"(0, 1, 2, 5)","[(221, 199), (229, 191), (27, 31), (119, 208)]"
,4,"(0, 1, 2, 7)","[(221, 199), (229, 191), (27, 31), (147, 215)]"
,4,"(0, 1, 5, 7)","[(221, 199), (229, 191), (119, 208), (147, 215)]"
,4,"(0, 1, 6, 7)","[(221, 199), (229, 191), (50, 225), (147, 215)]"
,4,"(0, 5, 6, 7)","[(221, 199), (119, 208), (50, 225), (147, 215)]"
