PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(154, 218)",2,"(0, 1)","[(154, 218), (236, 182)]"
"(236, 182)",2,"(0, 7)","[(154, 218), (19, 205)]"
"(75, 38)",2,"(1, 2)","[(236, 182), (75, 38)]"
"(94, 101)",2,"(2, 3)","[(75, 38), (94, 101)]"
"(88, 180)",2,"(2, 5)","[(75, 38), (40, 157)]"
"(40, 157)",2,"(2, 7)","[(75, 38), (19, 205)]"
"(93, 188)",2,"(5, 7)","[(40, 157), (19, 205)]"
"(19, 205)",2,"(6, 7)","[(93, 188), (19, 205)]"
,3,"(0, 1, 2)","[(154, 218), (236, 182), (75, 38)]"
,3,"(0, 1, 3)","[(154, 218), (236, 182), (94, 101)]"
,3,"(0, 1, 6)","[(154, 218), (236, 182), (93, 188)]"
,3,"(0, 1, 7)","[(154, 218), (236, 182), (19, 205)]"
,3,"(0, 6, 7)","[(154, 218), (93, 188), (19, 205)]"
,3,"(1, 2, 3)","[(236, 182), (75, 38), (94, 101)]"
,3,"(2, 3, 5)","[(75, 38), (94, 101), (40, 157)]"
,3,"(2, 5, 7)","[(75, 38), (40, 157), (19, 205)]"
,3,"(4, 5, 7)","[(88, 180), (40, 157), (19, 205)]"
,3,"(5, 6, 7)","[(40, 157), (93, 188), (19, 205)]"
,4,"(0, 1, 2, 3)","[(154, 218), (236, 182), (75, 38), (94, 101)]"
,4,"(0, 1, 3, 6)","[(154, 218), (236, 182), (94, 101), (93, 188)]"
,4,"(0, 1, 4, 6)","[(154, 218), (236, 182), (88, 180), (93, 188)]"
,4,"(0, 1, 6, 7)","[(154, 218), (236, 182), (93, 188), (19, 205)]"
,4,"(0, 4, 6, 7)","[(154, 218), (88, 180), (93, 188), (19, 205)]"
,4,"(0, 5, 6, 7)","[(154, 218), (40, 157), (93, 188), (19, 205)]"
