PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(84, 251)",2,"(0, 1)","[(84, 251), (246, 5)]"
"(246, 5)",2,"(0, 4)","[(84, 251), (92, 209)]"
"(212, 15)",2,"(0, 7)","[(84, 251), (9, 45)]"
"(113, 149)",2,"(1, 2)","[(246, 5), (212, 15)]"
"(92, 209)",2,"(1, 7)","[(246, 5), (9, 45)]"
"(89, 196)",2,"(2, 7)","[(212, 15), (9, 45)]"
"(91, 71)",2,"(6, 7)","[(91, 71), (9, 45)]"
"(9, 45)",3,"(0, 1, 2)","[(84, 251), (246, 5), (212, 15)]"
,3,"(0, 1, 4)","[(84, 251), (246, 5), (92, 209)]"
,3,"(0, 4, 5)","[(84, 251), (92, 209), (89, 196)]"
,3,"(0, 4, 7)","[(84, 251), (92, 209), (9, 45)]"
,3,"(0, 5, 7)","[(84, 251), (89, 196), (9, 45)]"
,3,"(0, 6, 7)","[(84, 251), (91, 71), (9, 45)]"
,3,"(1, 2, 3)","[(246, 5), (212, 15), (113, 149)]"
,3,"(1, 2, 6)","[(246, 5), (212, 15), (91, 71)]"
,3,"(1, 2, 7)","[(246, 5), (212, 15), (9, 45)]"
,3,"(2, 6, 7)","[(212, 15), (91, 71), (9, 45)]"
,3,"(3, 6, 7)","[(113, 149), (91, 71), (9, 45)]"
,3,"(5, 6, 7)","[(89, 196), (91, 71), (9, 45)]"
,4,"(0, 1, 2, 3)","[(84, 251), (246, 5), (212, 15), (113, 149)]"
,4,"(0, 1, 2, 4)","[(84, 251), (246, 5), (212, 15), (92, 209)]"
,4,"(0, 1, 4, 5)","[(84, 251), (246, 5), (92, 209), (89, 196)]"
,4,"(0, 3, 4, 5)","[(84, 251), (113, 149), (92, 209), (89, 196)]"
,4,"(0, 4, 5, 7)","[(84, 251), (92, 209), (89, 196), (9, 45)]"
,4,"(0, 5, 6, 7)","[(84, 251), (89, 196), (91, 71), (9, 45)]"
