PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(219, 33)",2,"(0, 1)","[(219, 33), (94, 150)]"
"(94, 150)",2,"(0, 5)","[(219, 33), (158, 138)]"
"(30, 222)",2,"(0, 7)","[(219, 33), (226, 196)]"
"(88, 172)",2,"(1, 2)","[(94, 150), (30, 222)]"
"(117, 182)",2,"(2, 3)","[(30, 222), (88, 172)]"
"(158, 138)",2,"(2, 6)","[(30, 222), (139, 200)]"
"(139, 200)",2,"(2, 7)","[(30, 222), (226, 196)]"
"(226, 196)",2,"(6, 7)","[(139, 200), (226, 196)]"
,3,"(0, 1, 2)","[(219, 33), (94, 150), (30, 222)]"
,3,"(0, 1, 3)","[(219, 33), (94, 150), (88, 172)]"
,3,"(0, 1, 5)","[(219, 33), (94, 150), (158, 138)]"
,3,"(0, 5, 7)","[(219, 33), (158, 138), (226, 196)]"
,3,"(0, 6, 7)","[(219, 33), (139, 200), (226, 196)]"
,3,"(1, 2, 3)","[(94, 150), (30, 222), (88, 172)]"
,3,"(2, 3, 4)","[(30, 222), (88, 172), (117, 182)]"
,3,"(2, 3, 6)","[(30, 222), (88, 172), (139, 200)]"
,3,"(2, 4, 6)","[(30, 222), (117, 182), (139, 200)]"
,3,"(2, 6, 7)","[(30, 222), (139, 200), (226, 196)]"
,3,"(4, 6, 7)","[(117, 182), (139, 200), (226, 196)]"
,3,"(5, 6, 7)","[(158, 138), (139, 200), (226, 196)]"
,4,"(0, 1, 2, 3)","[(219, 33), (94, 150), (30, 222), (88, 172)]"
,4,"(0, 1, 3, 5)","[(219, 33), (94, 150), (88, 172), (158, 138)]"
,4,"(0, 1, 5, 7)","[(219, 33), (94, 150), (158, 138), (226, 196)]"
,4,"(0, 5, 6, 7)","[(219, 33), (158, 138), (139, 200), (226, 196)]"
