PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(241, 195)",2,"(0, 1)","[(241, 195), (234, 124)]"
"(234, 124)",2,"(0, 7)","[(241, 195), (124, 247)]"
"(163, 9)",2,"(1, 2)","[(234, 124), (163, 9)]"
"(16, 108)",2,"(2, 3)","[(163, 9), (16, 108)]"
"(84, 209)",2,"(3, 6)","[(16, 108), (52, 243)]"
"(114, 218)",2,"(4, 6)","[(84, 209), (52, 243)]"
"(52, 243)",2,"(6, 7)","[(52, 243), (124, 247)]"
"(124, 247)",3,"(0, 1, 2)","[(241, 195), (234, 124), (163, 9)]"
,3,"(0, 1, 7)","[(241, 195), (234, 124), (124, 247)]"
,3,"(0, 5, 7)","[(241, 195), (114, 218), (124, 247)]"
,3,"(0, 6, 7)","[(241, 195), (52, 243), (124, 247)]"
,3,"(1, 2, 3)","[(234, 124), (163, 9), (16, 108)]"
,3,"(2, 3, 4)","[(163, 9), (16, 108), (84, 209)]"
,3,"(2, 3, 6)","[(163, 9), (16, 108), (52, 243)]"
,3,"(3, 4, 6)","[(16, 108), (84, 209), (52, 243)]"
,3,"(4, 6, 7)","[(84, 209), (52, 243), (124, 247)]"
,3,"(5, 6, 7)","[(114, 218), (52, 243), (124, 247)]"
,4,"(0, 1, 2, 3)","[(241, 195), (234, 124), (163, 9), (16, 108)]"
,4,"(0, 1, 2, 5)","[(241, 195), (234, 124), (163, 9), (114, 218)]"
,4,"(0, 1, 2, 7)","[(241, 195), (234, 124), (163, 9), (124, 247)]"
,4,"(0, 1, 5, 7)","[(241, 195), (234, 124), (114, 218), (124, 247)]"
,4,"(0, 5, 6, 7)","[(241, 195), (114, 218), (52, 243), (124, 247)]"
