PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(33, 14)",2,"(0, 1)","[(33, 14), (30, 198)]"
"(30, 198)",2,"(0, 2)","[(33, 14), (69, 108)]"
"(69, 108)",2,"(0, 6)","[(33, 14), (120, 144)]"
"(143, 201)",2,"(0, 7)","[(33, 14), (226, 241)]"
"(109, 139)",2,"(1, 2)","[(30, 198), (69, 108)]"
"(123, 157)",2,"(1, 3)","[(30, 198), (143, 201)]"
"(120, 144)",2,"(1, 7)","[(30, 198), (226, 241)]"
"(226, 241)",2,"(3, 7)","[(143, 201), (226, 241)]"
,2,"(6, 7)","[(120, 144), (226, 241)]"
,3,"(0, 1, 2)","[(33, 14), (30, 198), (69, 108)]"
,3,"(0, 2, 4)","[(33, 14), (69, 108), (109, 139)]"
,3,"(0, 2, 6)","[(33, 14), (69, 108), (120, 144)]"
,3,"(0, 4, 6)","[(33, 14), (109, 139), (120, 144)]"
,3,"(0, 6, 7)","[(33, 14), (120, 144), (226, 241)]"
,3,"(1, 2, 3)","[(30, 198), (69, 108), (143, 201)]"
,3,"(1, 3, 5)","[(30, 198), (143, 201), (123, 157)]"
,3,"(1, 3, 7)","[(30, 198), (143, 201), (226, 241)]"
,3,"(3, 5, 7)","[(143, 201), (123, 157), (226, 241)]"
,3,"(3, 6, 7)","[(143, 201), (120, 144), (226, 241)]"
,3,"(5, 6, 7)","[(123, 157), (120, 144), (226, 241)]"
,4,"(0, 1, 2, 3)","[(33, 14), (30, 198), (69, 108), (143, 201)]"
,4,"(0, 1, 2, 4)","[(33, 14), (30, 198), (69, 108), (109, 139)]"
,4,"(0, 2, 4, 6)","[(33, 14), (69, 108), (109, 139), (120, 144)]"
,4,"(0, 4, 6, 7)","[(33, 14), (109, 139), (120, 144), (226, 241)]"
,4,"(0, 5, 6, 7)","[(33, 14), (123, 157), (120, 144), (226, 241)]"
