PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(104, 227)",2,"(0, 1)","[(104, 227), (121, 238)]"
"(121, 238)",2,"(0, 7)","[(104, 227), (33, 17)]"
"(223, 75)",2,"(1, 2)","[(121, 238), (223, 75)]"
"(127, 146)",2,"(2, 6)","[(223, 75), (137, 53)]"
"(122, 159)",2,"(2, 7)","[(223, 75), (33, 17)]"
"(120, 153)",2,"(6, 7)","[(137, 53), (33, 17)]"
"(137, 53)",3,"(0, 1, 2)","[(104, 227), (121, 238), (223, 75)]"
"(33, 17)",3,"(0, 1, 4)","[(104, 227), (121, 238), (122, 159)]"
,3,"(0, 1, 7)","[(104, 227), (121, 238), (33, 17)]"
,3,"(0, 5, 7)","[(104, 227), (120, 153), (33, 17)]"
,3,"(0, 6, 7)","[(104, 227), (137, 53), (33, 17)]"
,3,"(1, 2, 3)","[(121, 238), (223, 75), (127, 146)]"
,3,"(1, 2, 6)","[(121, 238), (223, 75), (137, 53)]"
,3,"(2, 3, 6)","[(223, 75), (127, 146), (137, 53)]"
,3,"(2, 6, 7)","[(223, 75), (137, 53), (33, 17)]"
,3,"(3, 6, 7)","[(127, 146), (137, 53), (33, 17)]"
,3,"(5, 6, 7)","[(120, 153), (137, 53), (33, 17)]"
,4,"(0, 1, 2, 3)","[(104, 227), (121, 238), (223, 75), (127, 146)]"
,4,"(0, 1, 2, 4)","[(104, 227), (121, 238), (223, 75), (122, 159)]"
,4,"(0, 1, 4, 5)","[(104, 227), (121, 238), (122, 159), (120, 153)]"
,4,"(0, 1, 4, 7)","[(104, 227), (121, 238), (122, 159), (33, 17)]"
,4,"(0, 1, 5, 7)","[(104, 227), (121, 238), (120, 153), (33, 17)]"
,4,"(0, 4, 5, 7)","[(104, 227), (122, 159), (120, 153), (33, 17)]"
,4,"(0, 5, 6, 7)","[(104, 227), (120, 153), (137, 53), (33, 17)]"
