PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(71, 234)",2,"(0, 1)","[(71, 234), (156, 244)]"
"(156, 244)",2,"(0, 6)","[(71, 234), (77, 198)]"
"(200, 209)",2,"(0, 7)","[(71, 234), (4, 12)]"
"(252, 184)",2,"(1, 2)","[(156, 244), (200, 209)]"
"(206, 177)",2,"(1, 3)","[(156, 244), (252, 184)]"
"(107, 210)",2,"(2, 3)","[(200, 209), (252, 184)]"
"(77, 198)",2,"(3, 4)","[(252, 184), (206, 177)]"
"(4, 12)",2,"(3, 7)","[(252, 184), (4, 12)]"
,2,"(4, 7)","[(206, 177), (4, 12)]"
,2,"(6, 7)","[(77, 198), (4, 12)]"
,3,"(0, 1, 2)","[(71, 234), (156, 244), (200, 209)]"
,3,"(0, 1, 5)","[(71, 234), (156, 244), (107, 210)]"
,3,"(0, 1, 6)","[(71, 234), (156, 244), (77, 198)]"
,3,"(0, 5, 6)","[(71, 234), (107, 210), (77, 198)]"
,3,"(0, 6, 7)","[(71, 234), (77, 198), (4, 12)]"
,3,"(1, 2, 3)","[(156, 244), (200, 209), (252, 184)]"
,3,"(2, 3, 4)","[(200, 209), (252, 184), (206, 177)]"
,3,"(3, 4, 7)","[(252, 184), (206, 177), (4, 12)]"
,3,"(4, 6, 7)","[(206, 177), (77, 198), (4, 12)]"
,3,"(5, 6, 7)","[(107, 210), (77, 198), (4, 12)]"
,4,"(0, 1, 2, 3)","[(71, 234), (156, 244), (200, 209), (252, 184)]"
,4,"(0, 1, 2, 5)","[(71, 234), (156, 244), (200, 209), (107, 210)]"
,4,"(0, 1, 5, 6)","[(71, 234), (156, 244), (107, 210), (77, 198)]"
,4,"(0, 5, 6, 7)","[(71, 234), (107, 210), (77, 198), (4, 12)]"
