PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(123, 177)",2,"(0, 1)","[(123, 177), (252, 93)]"
"(252, 93)",2,"(0, 3)","[(123, 177), (158, 146)]"
"(227, 95)",2,"(0, 6)","[(123, 177), (87, 145)]"
"(158, 146)",2,"(0, 7)","[(123, 177), (1, 78)]"
"(194, 103)",2,"(1, 2)","[(252, 93), (227, 95)]"
"(34, 87)",2,"(1, 7)","[(252, 93), (1, 78)]"
"(87, 145)",2,"(5, 7)","[(34, 87), (1, 78)]"
"(1, 78)",2,"(6, 7)","[(87, 145), (1, 78)]"
,3,"(0, 1, 2)","[(123, 177), (252, 93), (227, 95)]"
,3,"(0, 1, 3)","[(123, 177), (252, 93), (158, 146)]"
,3,"(0, 3, 6)","[(123, 177), (158, 146), (87, 145)]"
,3,"(0, 6, 7)","[(123, 177), (87, 145), (1, 78)]"
,3,"(1, 2, 3)","[(252, 93), (227, 95), (158, 146)]"
,3,"(1, 2, 4)","[(252, 93), (227, 95), (194, 103)]"
,3,"(1, 2, 7)","[(252, 93), (227, 95), (1, 78)]"
,3,"(1, 5, 7)","[(252, 93), (34, 87), (1, 78)]"
,3,"(2, 5, 7)","[(227, 95), (34, 87), (1, 78)]"
,3,"(4, 5, 7)","[(194, 103), (34, 87), (1, 78)]"
,3,"(5, 6, 7)","[(34, 87), (87, 145), (1, 78)]"
,4,"(0, 1, 2, 3)","[(123, 177), (252, 93), (227, 95), (158, 146)]"
,4,"(0, 1, 3, 6)","[(123, 177), (252, 93), (158, 146), (87, 145)]"
,4,"(0, 3, 4, 6)","[(123, 177), (158, 146), (194, 103), (87, 145)]"
,4,"(0, 3, 5, 6)","[(123, 177), (158, 146), (34, 87), (87, 145)]"
,4,"(0, 3, 6, 7)","[(123, 177), (158, 146), (87, 145), (1, 78)]"
,4,"(0, 5, 6, 7)","[(123, 177), (34, 87), (87, 145), (1, 78)]"
