PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(198, 3)",2,"(0, 1)","[(198, 3), (4, 6)]"
"(4, 6)",2,"(0, 6)","[(198, 3), (215, 94)]"
"(107, 253)",2,"(0, 7)","[(198, 3), (251, 178)]"
"(148, 217)",2,"(1, 2)","[(4, 6), (107, 253)]"
"(186, 108)",2,"(2, 3)","[(107, 253), (148, 217)]"
"(207, 186)",2,"(2, 7)","[(107, 253), (251, 178)]"
"(215, 94)",2,"(5, 7)","[(207, 186), (251, 178)]"
"(251, 178)",2,"(6, 7)","[(215, 94), (251, 178)]"
,3,"(0, 1, 2)","[(198, 3), (4, 6), (107, 253)]"
,3,"(0, 1, 4)","[(198, 3), (4, 6), (186, 108)]"
,3,"(0, 1, 6)","[(198, 3), (4, 6), (215, 94)]"
,3,"(0, 4, 6)","[(198, 3), (186, 108), (215, 94)]"
,3,"(0, 6, 7)","[(198, 3), (215, 94), (251, 178)]"
,3,"(1, 2, 3)","[(4, 6), (107, 253), (148, 217)]"
,3,"(2, 3, 5)","[(107, 253), (148, 217), (207, 186)]"
,3,"(2, 3, 7)","[(107, 253), (148, 217), (251, 178)]"
,3,"(2, 5, 7)","[(107, 253), (207, 186), (251, 178)]"
,3,"(3, 5, 7)","[(148, 217), (207, 186), (251, 178)]"
,3,"(5, 6, 7)","[(207, 186), (215, 94), (251, 178)]"
,4,"(0, 1, 2, 3)","[(198, 3), (4, 6), (107, 253), (148, 217)]"
,4,"(0, 1, 2, 4)","[(198, 3), (4, 6), (107, 253), (186, 108)]"
,4,"(0, 1, 4, 6)","[(198, 3), (4, 6), (186, 108), (215, 94)]"
,4,"(0, 4, 6, 7)","[(198, 3), (186, 108), (215, 94), (251, 178)]"
,4,"(0, 5, 6, 7)","[(198, 3), (207, 186), (215, 94), (251, 178)]"
