PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(50, 55)",2,"(0, 1)","[(50, 55), (150, 249)]"
"(150, 249)",2,"(0, 4)","[(50, 55), (79, 70)]"
"(160, 178)",2,"(0, 7)","[(50, 55), (205, 6)]"
"(158, 170)",2,"(1, 2)","[(150, 249), (160, 178)]"
"(79, 70)",2,"(1, 7)","[(150, 249), (205, 6)]"
"(188, 50)",2,"(5, 7)","[(188, 50), (205, 6)]"
"(166, 36)",2,"(6, 7)","[(166, 36), (205, 6)]"
"(205, 6)",3,"(0, 1, 2)","[(50, 55), (150, 249), (160, 178)]"
,3,"(0, 1, 4)","[(50, 55), (150, 249), (79, 70)]"
,3,"(0, 4, 6)","[(50, 55), (79, 70), (166, 36)]"
,3,"(0, 4, 7)","[(50, 55), (79, 70), (205, 6)]"
,3,"(0, 6, 7)","[(50, 55), (166, 36), (205, 6)]"
,3,"(1, 2, 3)","[(150, 249), (160, 178), (158, 170)]"
,3,"(1, 2, 7)","[(150, 249), (160, 178), (205, 6)]"
,3,"(1, 5, 7)","[(150, 249), (188, 50), (205, 6)]"
,3,"(2, 5, 7)","[(160, 178), (188, 50), (205, 6)]"
,3,"(5, 6, 7)","[(188, 50), (166, 36), (205, 6)]"
,4,"(0, 1, 2, 3)","[(50, 55), (150, 249), (160, 178), (158, 170)]"
,4,"(0, 1, 2, 4)","[(50, 55), (150, 249), (160, 178), (79, 70)]"
,4,"(0, 1, 3, 4)","[(50, 55), (150, 249), (158, 170), (79, 70)]"
,4,"(0, 1, 4, 6)","[(50, 55), (150, 249), (79, 70), (166, 36)]"
,4,"(0, 3, 4, 6)","[(50, 55), (158, 170), (79, 70), (166, 36)]"
,4,"(0, 4, 5, 6)","[(50, 55), (79, 70), (188, 50), (166, 36)]"
,4,"(0, 4, 6, 7)","[(50, 55), (79, 70), (166, 36), (205, 6)]"
,4,"(0, 5, 6, 7)","[(50, 55), (188, 50), (166, 36), (205, 6)]"
