PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(66, 111)",2,"(0, 1)","[(66, 111), (46, 126)]"
"(46, 126)",2,"(0, 7)","[(66, 111), (158, 91)]"
"(32, 145)",2,"(1, 2)","[(46, 126), (32, 145)]"
"(107, 165)",2,"(2, 3)","[(32, 145), (107, 165)]"
"(223, 148)",2,"(3, 4)","[(107, 165), (223, 148)]"
"(181, 127)",2,"(4, 5)","[(223, 148), (181, 127)]"
"(131, 114)",2,"(4, 7)","[(223, 148), (158, 91)]"
"(158, 91)",2,"(5, 7)","[(181, 127), (158, 91)]"
,2,"(6, 7)","[(131, 114), (158, 91)]"
,3,"(0, 1, 2)","[(66, 111), (46, 126), (32, 145)]"
,3,"(0, 1, 7)","[(66, 111), (46, 126), (158, 91)]"
,3,"(0, 6, 7)","[(66, 111), (131, 114), (158, 91)]"
,3,"(1, 2, 3)","[(46, 126), (32, 145), (107, 165)]"
,3,"(2, 3, 4)","[(32, 145), (107, 165), (223, 148)]"
,3,"(3, 4, 5)","[(107, 165), (223, 148), (181, 127)]"
,3,"(4, 5, 7)","[(223, 148), (181, 127), (158, 91)]"
,3,"(5, 6, 7)","[(181, 127), (131, 114), (158, 91)]"
,4,"(0, 1, 2, 3)","[(66, 111), (46, 126), (32, 145), (107, 165)]"
,4,"(0, 1, 2, 6)","[(66, 111), (46, 126), (32, 145), (131, 114)]"
,4,"(0, 1, 2, 7)","[(66, 111), (46, 126), (32, 145), (158, 91)]"
,4,"(0, 1, 6, 7)","[(66, 111), (46, 126), (131, 114), (158, 91)]"
,4,"(0, 5, 6, 7)","[(66, 111), (181, 127), (131, 114), (158, 91)]"
