PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(10, 56)",2,"(0, 1)","[(10, 56), (215, 250)]"
"(215, 250)",2,"(0, 5)","[(10, 56), (97, 73)]"
"(214, 223)",2,"(0, 6)","[(10, 56), (162, 29)]"
"(190, 199)",2,"(0, 7)","[(10, 56), (246, 5)]"
"(160, 162)",2,"(1, 2)","[(215, 250), (214, 223)]"
"(97, 73)",2,"(1, 7)","[(215, 250), (246, 5)]"
"(162, 29)",2,"(2, 7)","[(214, 223), (246, 5)]"
"(246, 5)",2,"(6, 7)","[(162, 29), (246, 5)]"
,3,"(0, 1, 2)","[(10, 56), (215, 250), (214, 223)]"
,3,"(0, 1, 3)","[(10, 56), (215, 250), (190, 199)]"
,3,"(0, 1, 4)","[(10, 56), (215, 250), (160, 162)]"
,3,"(0, 1, 5)","[(10, 56), (215, 250), (97, 73)]"
,3,"(0, 4, 5)","[(10, 56), (160, 162), (97, 73)]"
,3,"(0, 5, 6)","[(10, 56), (97, 73), (162, 29)]"
,3,"(0, 6, 7)","[(10, 56), (162, 29), (246, 5)]"
,3,"(1, 2, 3)","[(215, 250), (214, 223), (190, 199)]"
,3,"(1, 2, 7)","[(215, 250), (214, 223), (246, 5)]"
,3,"(2, 6, 7)","[(214, 223), (162, 29), (246, 5)]"
,3,"(5, 6, 7)","[(97, 73), (162, 29), (246, 5)]"
,4,"(0, 1, 2, 3)","[(10, 56), (215, 250), (214, 223), (190, 199)]"
,4,"(0, 1, 3, 4)","[(10, 56), (215, 250), (190, 199), (160, 162)]"
,4,"(0, 1, 4, 5)","[(10, 56), (215, 250), (160, 162), (97, 73)]"
,4,"(0, 3, 4, 5)","[(10, 56), (190, 199), (160, 162), (97, 73)]"
,4,"(0, 4, 5, 6)","[(10, 56), (160, 162), (97, 73), (162, 29)]"
,4,"(0, 5, 6, 7)","[(10, 56), (97, 73), (162, 29), (246, 5)]"
