PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(92, 205)",2,"(0, 1)","[(92, 205), (225, 172)]"
"(225, 172)",2,"(0, 3)","[(92, 205), (106, 155)]"
"(173, 144)",2,"(0, 4)","[(92, 205), (90, 149)]"
"(106, 155)",2,"(0, 7)","[(92, 205), (30, 51)]"
"(90, 149)",2,"(1, 2)","[(225, 172), (173, 144)]"
"(70, 99)",2,"(1, 7)","[(225, 172), (30, 51)]"
"(66, 105)",2,"(2, 7)","[(173, 144), (30, 51)]"
"(30, 51)",2,"(5, 7)","[(70, 99), (30, 51)]"
,2,"(6, 7)","[(66, 105), (30, 51)]"
,3,"(0, 1, 2)","[(92, 205), (225, 172), (173, 144)]"
,3,"(0, 1, 3)","[(92, 205), (225, 172), (106, 155)]"
,3,"(0, 3, 4)","[(92, 205), (106, 155), (90, 149)]"
,3,"(0, 4, 6)","[(92, 205), (90, 149), (66, 105)]"
,3,"(0, 4, 7)","[(92, 205), (90, 149), (30, 51)]"
,3,"(0, 6, 7)","[(92, 205), (66, 105), (30, 51)]"
,3,"(1, 2, 3)","[(225, 172), (173, 144), (106, 155)]"
,3,"(1, 2, 5)","[(225, 172), (173, 144), (70, 99)]"
,3,"(1, 2, 7)","[(225, 172), (173, 144), (30, 51)]"
,3,"(2, 5, 7)","[(173, 144), (70, 99), (30, 51)]"
,3,"(5, 6, 7)","[(70, 99), (66, 105), (30, 51)]"
,4,"(0, 1, 2, 3)","[(92, 205), (225, 172), (173, 144), (106, 155)]"
,4,"(0, 1, 3, 4)","[(92, 205), (225, 172), (106, 155), (90, 149)]"
,4,"(0, 3, 4, 6)","[(92, 205), (106, 155), (90, 149), (66, 105)]"
,4,"(0, 4, 6, 7)","[(92, 205), (90, 149), (66, 105), (30, 51)]"
,4,"(0, 5, 6, 7)","[(92, 205), (70, 99), (66, 105), (30, 51)]"
