PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(87, 62)",2,"(0, 1)","[(87, 62), (60, 188)]"
"(60, 188)",2,"(0, 6)","[(87, 62), (128, 69)]"
"(114, 203)",2,"(0, 7)","[(87, 62), (195, 52)]"
"(113, 178)",2,"(1, 2)","[(60, 188), (114, 203)]"
"(132, 161)",2,"(2, 3)","[(114, 203), (113, 178)]"
"(125, 135)",2,"(2, 4)","[(114, 203), (132, 161)]"
"(128, 69)",2,"(2, 7)","[(114, 203), (195, 52)]"
"(195, 52)",2,"(4, 7)","[(132, 161), (195, 52)]"
,2,"(6, 7)","[(128, 69), (195, 52)]"
,3,"(0, 1, 2)","[(87, 62), (60, 188), (114, 203)]"
,3,"(0, 1, 3)","[(87, 62), (60, 188), (113, 178)]"
,3,"(0, 1, 6)","[(87, 62), (60, 188), (128, 69)]"
,3,"(0, 6, 7)","[(87, 62), (128, 69), (195, 52)]"
,3,"(1, 2, 3)","[(60, 188), (114, 203), (113, 178)]"
,3,"(2, 3, 4)","[(114, 203), (113, 178), (132, 161)]"
,3,"(2, 4, 7)","[(114, 203), (132, 161), (195, 52)]"
,3,"(4, 5, 7)","[(132, 161), (125, 135), (195, 52)]"
,3,"(4, 6, 7)","[(132, 161), (128, 69), (195, 52)]"
,3,"(5, 6, 7)","[(125, 135), (128, 69), (195, 52)]"
,4,"(0, 1, 2, 3)","[(87, 62), (60, 188), (114, 203), (113, 178)]"
,4,"(0, 1, 3, 6)","[(87, 62), (60, 188), (113, 178), (128, 69)]"
,4,"(0, 1, 5, 6)","[(87, 62), (60, 188), (125, 135), (128, 69)]"
,4,"(0, 1, 6, 7)","[(87, 62), (60, 188), (128, 69), (195, 52)]"
,4,"(0, 5, 6, 7)","[(87, 62), (125, 135), (128, 69), (195, 52)]"
