PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(37, 171)",2,"(0, 1)","[(37, 171), (116, 219)]"
"(116, 219)",2,"(0, 5)","[(37, 171), (115, 198)]"
"(178, 247)",2,"(0, 6)","[(37, 171), (181, 59)]"
"(158, 228)",2,"(0, 7)","[(37, 171), (218, 9)]"
"(170, 225)",2,"(1, 2)","[(116, 219), (178, 247)]"
"(115, 198)",2,"(2, 3)","[(178, 247), (158, 228)]"
"(181, 59)",2,"(2, 4)","[(178, 247), (170, 225)]"
"(218, 9)",2,"(2, 7)","[(178, 247), (218, 9)]"
,2,"(6, 7)","[(181, 59), (218, 9)]"
,3,"(0, 1, 2)","[(37, 171), (116, 219), (178, 247)]"
,3,"(0, 1, 5)","[(37, 171), (116, 219), (115, 198)]"
,3,"(0, 5, 6)","[(37, 171), (115, 198), (181, 59)]"
,3,"(0, 6, 7)","[(37, 171), (181, 59), (218, 9)]"
,3,"(1, 2, 3)","[(116, 219), (178, 247), (158, 228)]"
,3,"(2, 3, 4)","[(178, 247), (158, 228), (170, 225)]"
,3,"(2, 4, 7)","[(178, 247), (170, 225), (218, 9)]"
,3,"(2, 6, 7)","[(178, 247), (181, 59), (218, 9)]"
,3,"(4, 6, 7)","[(170, 225), (181, 59), (218, 9)]"
,3,"(5, 6, 7)","[(115, 198), (181, 59), (218, 9)]"
,4,"(0, 1, 2, 3)","[(37, 171), (116, 219), (178, 247), (158, 228)]"
,4,"(0, 1, 2, 5)","[(37, 171), (116, 219), (178, 247), (115, 198)]"
,4,"(0, 1, 3, 5)","[(37, 171), (116, 219), (158, 228), (115, 198)]"
,4,"(0, 1, 5, 6)","[(37, 171), (116, 219), (115, 198), (181, 59)]"
,4,"(0, 5, 6, 7)","[(37, 171), (115, 198), (181, 59), (218, 9)]"
