PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(111, 225)",2,"(0, 1)","[(111, 225), (182, 192)]"
"(182, 192)",2,"(0, 7)","[(111, 225), (1, 116)]"
"(248, 45)",2,"(1, 2)","[(182, 192), (248, 45)]"
"(171, 109)",2,"(2, 3)","[(248, 45), (171, 109)]"
"(113, 60)",2,"(2, 4)","[(248, 45), (113, 60)]"
"(86, 131)",2,"(2, 6)","[(248, 45), (10, 31)]"
"(10, 31)",2,"(4, 6)","[(113, 60), (10, 31)]"
"(1, 116)",2,"(6, 7)","[(10, 31), (1, 116)]"
,3,"(0, 1, 2)","[(111, 225), (182, 192), (248, 45)]"
,3,"(0, 1, 3)","[(111, 225), (182, 192), (171, 109)]"
,3,"(0, 1, 5)","[(111, 225), (182, 192), (86, 131)]"
,3,"(0, 1, 7)","[(111, 225), (182, 192), (1, 116)]"
,3,"(0, 5, 7)","[(111, 225), (86, 131), (1, 116)]"
,3,"(0, 6, 7)","[(111, 225), (10, 31), (1, 116)]"
,3,"(1, 2, 3)","[(182, 192), (248, 45), (171, 109)]"
,3,"(2, 3, 4)","[(248, 45), (171, 109), (113, 60)]"
,3,"(2, 4, 6)","[(248, 45), (113, 60), (10, 31)]"
,3,"(4, 6, 7)","[(113, 60), (10, 31), (1, 116)]"
,3,"(5, 6, 7)","[(86, 131), (10, 31), (1, 116)]"
,4,"(0, 1, 2, 3)","[(111, 225), (182, 192), (248, 45), (171, 109)]"
,4,"(0, 1, 3, 5)","[(111, 225), (182, 192), (171, 109), (86, 131)]"
,4,"(0, 1, 5, 7)","[(111, 225), (182, 192), (86, 131), (1, 116)]"
,4,"(0, 5, 6, 7)","[(111, 225), (86, 131), (10, 31), (1, 116)]"
