PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(220, 178)",2,"(0, 1)","[(220, 178), (207, 14)]"
"(207, 14)",2,"(0, 7)","[(220, 178), (177, 215)]"
"(35, 177)",2,"(1, 2)","[(207, 14), (35, 177)]"
"(117, 185)",2,"(2, 3)","[(35, 177), (117, 185)]"
"(161, 199)",2,"(2, 5)","[(35, 177), (118, 223)]"
"(118, 223)",2,"(2, 6)","[(35, 177), (130, 241)]"
"(130, 241)",2,"(5, 6)","[(118, 223), (130, 241)]"
"(177, 215)",2,"(6, 7)","[(130, 241), (177, 215)]"
,3,"(0, 1, 2)","[(220, 178), (207, 14), (35, 177)]"
,3,"(0, 1, 3)","[(220, 178), (207, 14), (117, 185)]"
,3,"(0, 1, 4)","[(220, 178), (207, 14), (161, 199)]"
,3,"(0, 1, 7)","[(220, 178), (207, 14), (177, 215)]"
,3,"(0, 4, 7)","[(220, 178), (161, 199), (177, 215)]"
,3,"(0, 6, 7)","[(220, 178), (130, 241), (177, 215)]"
,3,"(1, 2, 3)","[(207, 14), (35, 177), (117, 185)]"
,3,"(2, 3, 5)","[(35, 177), (117, 185), (118, 223)]"
,3,"(2, 5, 6)","[(35, 177), (118, 223), (130, 241)]"
,3,"(5, 6, 7)","[(118, 223), (130, 241), (177, 215)]"
,4,"(0, 1, 2, 3)","[(220, 178), (207, 14), (35, 177), (117, 185)]"
,4,"(0, 1, 3, 4)","[(220, 178), (207, 14), (117, 185), (161, 199)]"
,4,"(0, 1, 4, 7)","[(220, 178), (207, 14), (161, 199), (177, 215)]"
,4,"(0, 4, 6, 7)","[(220, 178), (161, 199), (130, 241), (177, 215)]"
,4,"(0, 5, 6, 7)","[(220, 178), (118, 223), (130, 241), (177, 215)]"
