PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(77, 183)",2,"(0, 1)","[(77, 183), (233, 73)]"
"(233, 73)",2,"(0, 3)","[(77, 183), (80, 164)]"
"(183, 89)",2,"(0, 5)","[(77, 183), (70, 158)]"
"(80, 164)",2,"(0, 7)","[(77, 183), (22, 83)]"
"(68, 93)",2,"(1, 2)","[(233, 73), (183, 89)]"
"(70, 158)",2,"(1, 7)","[(233, 73), (22, 83)]"
"(43, 106)",2,"(4, 7)","[(68, 93), (22, 83)]"
"(22, 83)",2,"(6, 7)","[(43, 106), (22, 83)]"
,3,"(0, 1, 2)","[(77, 183), (233, 73), (183, 89)]"
,3,"(0, 1, 3)","[(77, 183), (233, 73), (80, 164)]"
,3,"(0, 3, 5)","[(77, 183), (80, 164), (70, 158)]"
,3,"(0, 5, 7)","[(77, 183), (70, 158), (22, 83)]"
,3,"(0, 6, 7)","[(77, 183), (43, 106), (22, 83)]"
,3,"(1, 2, 3)","[(233, 73), (183, 89), (80, 164)]"
,3,"(1, 2, 4)","[(233, 73), (183, 89), (68, 93)]"
,3,"(1, 2, 7)","[(233, 73), (183, 89), (22, 83)]"
,3,"(1, 4, 7)","[(233, 73), (68, 93), (22, 83)]"
,3,"(4, 6, 7)","[(68, 93), (43, 106), (22, 83)]"
,3,"(5, 6, 7)","[(70, 158), (43, 106), (22, 83)]"
,4,"(0, 1, 2, 3)","[(77, 183), (233, 73), (183, 89), (80, 164)]"
,4,"(0, 1, 3, 5)","[(77, 183), (233, 73), (80, 164), (70, 158)]"
,4,"(0, 2, 3, 5)","[(77, 183), (183, 89), (80, 164), (70, 158)]"
,4,"(0, 3, 5, 6)","[(77, 183), (80, 164), (70, 158), (43, 106)]"
,4,"(0, 3, 5, 7)","[(77, 183), (80, 164), (70, 158), (22, 83)]"
,4,"(0, 5, 6, 7)","[(77, 183), (70, 158), (43, 106), (22, 83)]"
