PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(7, 65)",2,"(0, 1)","[(7, 65), (245, 243)]"
"(245, 243)",2,"(0, 3)","[(7, 65), (94, 118)]"
"(221, 212)",2,"(0, 6)","[(7, 65), (73, 90)]"
"(94, 118)",2,"(0, 7)","[(7, 65), (179, 8)]"
"(194, 169)",2,"(1, 2)","[(245, 243), (221, 212)]"
"(110, 110)",2,"(1, 7)","[(245, 243), (179, 8)]"
"(73, 90)",2,"(4, 7)","[(194, 169), (179, 8)]"
"(179, 8)",2,"(5, 7)","[(110, 110), (179, 8)]"
,2,"(6, 7)","[(73, 90), (179, 8)]"
,3,"(0, 1, 2)","[(7, 65), (245, 243), (221, 212)]"
,3,"(0, 1, 3)","[(7, 65), (245, 243), (94, 118)]"
,3,"(0, 3, 6)","[(7, 65), (94, 118), (73, 90)]"
,3,"(0, 6, 7)","[(7, 65), (73, 90), (179, 8)]"
,3,"(1, 2, 3)","[(245, 243), (221, 212), (94, 118)]"
,3,"(1, 2, 4)","[(245, 243), (221, 212), (194, 169)]"
,3,"(1, 2, 7)","[(245, 243), (221, 212), (179, 8)]"
,3,"(1, 4, 7)","[(245, 243), (194, 169), (179, 8)]"
,3,"(2, 4, 7)","[(221, 212), (194, 169), (179, 8)]"
,3,"(4, 5, 7)","[(194, 169), (110, 110), (179, 8)]"
,3,"(5, 6, 7)","[(110, 110), (73, 90), (179, 8)]"
,4,"(0, 1, 2, 3)","[(7, 65), (245, 243), (221, 212), (94, 118)]"
,4,"(0, 1, 3, 6)","[(7, 65), (245, 243), (94, 118), (73, 90)]"
,4,"(0, 3, 5, 6)","[(7, 65), (94, 118), (110, 110), (73, 90)]"
,4,"(0, 3, 6, 7)","[(7, 65), (94, 118), (73, 90), (179, 8)]"
,4,"(0, 5, 6, 7)","[(7, 65), (110, 110), (73, 90), (179, 8)]"
